_id,constituency,district,name,gender,age,party,const_category,total_electors,total_const_votes,votes,candidate_voteshare_percent
1541,Sringeri,Chikmagalur,Purnesh G.R.,M,37,BSRC,GEN,150064,119957,326,0.27
1542,Sringeri,Chikmagalur,D.N. Jeevaraj,M,50,BJP,GEN,150064,119957,58402,48.69
1543,Sringeri,Chikmagalur,K.V. Mahesh Kumar,M,37,IND,GEN,150064,119957,1018,0.85
1544,Mudigere,Chikmagalur,Nanjunda,M,59,IND,SC,152759,110237,459,0.42
1545,Mudigere,Chikmagalur,M.P. Kumaraswamy,M,50,BJP,SC,152759,110237,29309,26.59
1546,Mudigere,Chikmagalur,Comrade Kumara,M,29,CPIM,SC,152759,110237,827,0.75
1547,Mudigere,Chikmagalur,B.M. Ramesh Byrigadde,M,39,IND,SC,152759,110237,1062,0.96
1548,Mudigere,Chikmagalur,B.N. Chandrappa,M,51,INC,SC,152759,110237,31782,28.83
1549,Mudigere,Chikmagalur,U.B. Manjaiah,M,52,BSP,SC,152759,110237,1660,1.51
1550,Mudigere,Chikmagalur,B.B. Ningaiah,M,54,JD(S),SC,152759,110237,32417,29.41
1551,Mudigere,Chikmagalur,Saathi Sundaresh,M,45,CPI,SC,152759,110237,12721,11.54
1552,Chikmagalur,Chikmagalur,Dharme Gowda,M,42,IND,GEN,191175,139045,281,0.2
1553,Chikmagalur,Chikmagalur,Muniya Bhovi,M,48,IND,GEN,191175,139045,365,0.26
1554,Chikmagalur,Chikmagalur,Dwarakish,M,29,HND,GEN,191175,139045,574,0.41
1555,Chikmagalur,Chikmagalur,K Revanna,M,38,IND,GEN,191175,139045,403,0.29
1556,Chikmagalur,Chikmagalur,U K Gurushanthappa,M,53,IND,GEN,191175,139045,172,0.12
1557,Chikmagalur,Chikmagalur,Com Suresh,M,48,CPIM,GEN,191175,139045,226,0.16
1558,Chikmagalur,Chikmagalur,C T Ravi,M,45,BJP,GEN,191175,139045,58683,42.2
1559,Chikmagalur,Chikmagalur,Dr. K B Vedamurthy,M,41,KJP,GEN,191175,139045,3541,2.55
1560,Chikmagalur,Chikmagalur,Snake Naresh Kumar,M,45,IND,GEN,191175,139045,681,0.49
1561,Chikmagalur,Chikmagalur,M M Sudeer,M,32,IND,GEN,191175,139045,387,0.28
1562,Chikmagalur,Chikmagalur,Harisha T,M,27,JD(U),GEN,191175,139045,162,0.12
1563,Chikmagalur,Chikmagalur,Apsar Pasha,M,40,IND,GEN,191175,139045,161,0.12
1564,Chikmagalur,Chikmagalur,Apsar Pasha,M,50,NCP,GEN,191175,139045,801,0.58
1565,Chikmagalur,Chikmagalur,S L Dharme Gowda,M,57,JD(S),GEN,191175,139045,24913,17.92
1566,Chikmagalur,Chikmagalur,K S Shanthe Gowda,M,57,INC,GEN,191175,139045,47695,34.3
1567,Tarikere,Chikmagalur,B.R Paramesha Naik,M,29,IND,GEN,159977,124727,278,0.22
1568,Tarikere,Chikmagalur,T.S Suresha,M,42,IND,GEN,159977,124727,608,0.49
1569,Tarikere,Chikmagalur,K Manjunatha,M,44,BSRC,GEN,159977,124727,600,0.48
1570,Tarikere,Chikmagalur,T.R Nagaraj,M,65,JD(S),GEN,159977,124727,8421,6.75
1571,Tarikere,Chikmagalur,D.S Suresh,M,45,KJP,GEN,159977,124727,34918,28
1572,Tarikere,Chikmagalur,H.P Ashoka,M,34,IND,GEN,159977,124727,795,0.64
1573,Tarikere,Chikmagalur,H.S Neelakantappa Hosuru,M,37,IND,GEN,159977,124727,318,0.25
1574,Tarikere,Chikmagalur,Doranalu Suresh,M,36,SKP,GEN,159977,124727,2116,1.7
1575,Tarikere,Chikmagalur,H.M Gopi Krishna,M,38,IND,GEN,159977,124727,34554,27.7
1576,Tarikere,Chikmagalur,Theerthappa,M,39,IND,GEN,159977,124727,978,0.78
1577,Tarikere,Chikmagalur,Devaraju T.S,M,51,SAJP,GEN,159977,124727,881,0.71
1578,Tarikere,Chikmagalur,Avinash T.J,M,39,BJP,GEN,159977,124727,2989,2.4
1579,Tarikere,Chikmagalur,Jayaramu V,M,73,IND,GEN,159977,124727,839,0.67
1580,Tarikere,Chikmagalur,Neelakantappa B.R,M,67,IND,GEN,159977,124727,415,0.33
1581,Tarikere,Chikmagalur,G.H Srinivasa,M,45,INC,GEN,159977,124727,35817,28.72
1582,Tarikere,Chikmagalur,Suresha A,M,31,IND,GEN,159977,124727,200,0.16
1583,Kadur,Chikmagalur,Birur Devaraj,M,55,BJP,GEN,182892,141538,9332,6.59
1584,Kadur,Chikmagalur,Belli Prakash,M,48,KJP,GEN,182892,141538,26300,18.58
1585,Kadur,Chikmagalur,K.B.Mallikarjuna,M,62,INC,GEN,182892,141538,24745,17.48
1586,Kadur,Chikmagalur,K.R.Gangadharappa,M,60,IND,GEN,182892,141538,632,0.45
1587,Kadur,Chikmagalur,Kumaranaik T.B.,M,35,IND,GEN,182892,141538,479,0.34
1588,Kadur,Chikmagalur,K.H.Nagaraju,M,34,IND,GEN,182892,141538,1829,1.29
1589,Kadur,Chikmagalur,Y.S.V.Datta,M,59,JD(S),GEN,182892,141538,68733,48.56
1590,Kadur,Chikmagalur,K.M.Kemparaju,M,59,BSRC,GEN,182892,141538,7309,5.16
1591,Kadur,Chikmagalur,B.M.Madhu,M,31,LSP,GEN,182892,141538,2179,1.54
1592,Chiknayakanhalli,Tumkur,Ramachandraiah Baraguru,M,54,IND,GEN,198417,160826,1648,1.02
1593,Chiknayakanhalli,Tumkur,J.C.Madhuswamy,M,60,KJP,GEN,198417,160826,49620,30.85
1594,Chiknayakanhalli,Tumkur,K.S.Kirana Kumar,M,49,BJP,GEN,198417,160826,29150,18.13
1595,Chiknayakanhalli,Tumkur,Captain Somashekar,M,55,BSP,GEN,198417,160826,1743,1.08
1596,Chiknayakanhalli,Tumkur,Kenkere Sathish,M,42,KRRS,GEN,198417,160826,2086,1.3
1597,Chiknayakanhalli,Tumkur,Sathish Sasalu,M,33,INC,GEN,198417,160826,10344,6.43
1598,Chiknayakanhalli,Tumkur,Hanumantharamanayak,M,30,WPOI,GEN,198417,160826,1019,0.63
1599,Chiknayakanhalli,Tumkur,C.M.Manjula Nagaraju,F,45,IND,GEN,198417,160826,1725,1.07
1600,Chiknayakanhalli,Tumkur,G.Prakash,M,35,JD(U),GEN,198417,160826,1108,0.69
1601,Chiknayakanhalli,Tumkur,Devaraju K.L,M,39,BSRC,GEN,198417,160826,1624,1.01
1602,Chiknayakanhalli,Tumkur,C.B.Sureshbabu,M,42,JD(S),GEN,198417,160826,60759,37.78
1603,Tiptur,Tumkur,Lingadahalli Rajashekara,M,43,IND,GEN,171491,140253,354,0.25
1604,Tiptur,Tumkur,Veerabhadraiah M.C.,M,42,IND,GEN,171491,140253,880,0.63
1605,Tiptur,Tumkur,M.Lingaraju (Jakkanahalli),M,39,JD(S),GEN,171491,140253,6104,4.35
1606,Tiptur,Tumkur,K.Shadakshari,M,64,INC,GEN,171491,140253,56817,40.51
1607,Tiptur,Tumkur,Lokeshwara,M,55,KJP,GEN,171491,140253,28667,20.44
1608,Tiptur,Tumkur,Sudharshan K.G,M,45,BSRC,GEN,171491,140253,504,0.36
1609,Tiptur,Tumkur,B.C.Nagesh,M,53,BJP,GEN,171491,140253,45215,32.24
1610,Tiptur,Tumkur,H.L.Mohankumar,M,33,IND,GEN,171491,140253,450,0.32
1611,Tiptur,Tumkur,L.P.Yadunandana,M,49,IND,GEN,171491,140253,415,0.3
1612,Tiptur,Tumkur,Abdulwakeel,M,43,BSP,GEN,171491,140253,847,0.6
1613,Turuvekere,Tumkur,D.G.Gopalaiah,M,43,BSP,GEN,176017,140074,472,0.34
1614,Turuvekere,Tumkur,N.C.Prakash,M,43,IND,GEN,176017,140074,390,0.28
1615,Turuvekere,Tumkur,Geetha Rajanna,F,32,INC,GEN,176017,140074,7513,5.36
1616,Turuvekere,Tumkur,D.K.Thimmegowda,M,63,IND,GEN,176017,140074,399,0.28
1617,Turuvekere,Tumkur,M.T.Krishnappa,M,62,JD(S),GEN,176017,140074,66089,47.18
1618,Turuvekere,Tumkur,Masala Jayaram,M,45,KJP,GEN,176017,140074,57164,40.81
1619,Turuvekere,Tumkur,B.K.Somashekara,M,45,BJP,GEN,176017,140074,3542,2.53
1620,Turuvekere,Tumkur,Shivakumar,M,43,IND,GEN,176017,140074,1121,0.8
1621,Turuvekere,Tumkur,H.Mahesha,M,53,IND,GEN,176017,140074,722,0.52
1622,Turuvekere,Tumkur,M. T. Krishnappa,M,65,IND,GEN,176017,140074,851,0.61
1623,Turuvekere,Tumkur,Chethan Ranganath,M,38,IND,GEN,176017,140074,743,0.53
1624,Turuvekere,Tumkur,Rajashekara (Helicopter),M,38,BSRC,GEN,176017,140074,1068,0.76
1625,Kunigal,Tumkur,B.B. Ramaswamygowda,M,57,INC,GEN,170828,142545,33918,23.79
1626,Kunigal,Tumkur,D. Nagarajaiah,M,69,JD(S),GEN,170828,142545,44575,31.27
1627,Kunigal,Tumkur,N.R.Lakshminarayana,M,48,BSRC,GEN,170828,142545,437,0.31
1628,Kunigal,Tumkur,D.Krishnakumar,M,56,BJP,GEN,170828,142545,34943,24.51
1629,Kunigal,Tumkur,B.V. Prakash,M,48,KJP,GEN,170828,142545,1029,0.72
1630,Kunigal,Tumkur,C.N. Ravikiran,M,39,IND,GEN,170828,142545,24604,17.26
1631,Kunigal,Tumkur,A.L. Nanjappa,M,55,IND,GEN,170828,142545,926,0.65
1632,Kunigal,Tumkur,V.T. Jayaram,M,40,IND,GEN,170828,142545,833,0.58
1633,Kunigal,Tumkur,Dhanaraj Herur,M,31,RPI,GEN,170828,142545,1280,0.9
1634,Tumkur City,Tumkur,B.T. Sunanda,F,31,JD(U),GEN,210384,138317,144,0.1
1635,Tumkur City,Tumkur,Suhas S.L.,M,29,IND,GEN,210384,138317,259,0.19
1636,Tumkur City,Tumkur,Toufeeq Ulla Khan,M,47,IND,GEN,210384,138317,78,0.06
1637,Tumkur City,Tumkur,Dr. Rafeeq Ahmed S.,M,45,INC,GEN,210384,138317,43681,31.58
1638,Tumkur City,Tumkur,S. Shivanna(Sogadu),M,66,BJP,GEN,210384,138317,13159,9.51
1639,Tumkur City,Tumkur,Shivaramaiah,M,46,BSRC,GEN,210384,138317,278,0.2
1640,Tumkur City,Tumkur,Rajanikanth B.R.,M,31,IND,GEN,210384,138317,263,0.19
1641,Tumkur City,Tumkur,M. Siddalingaiah,M,65,IND,GEN,210384,138317,174,0.13
1642,Tumkur City,Tumkur,Nanjegowda R.,M,35,IND,GEN,210384,138317,131,0.09
1643,Tumkur City,Tumkur,Rahamath Shariff,M,30,IND,GEN,210384,138317,505,0.37
1644,Tumkur City,Tumkur,G.B. Jyothi Ganesh,M,38,KJP,GEN,210384,138317,40073,28.97
1645,Tumkur City,Tumkur,N. Govindaraju,M,48,JD(S),GEN,210384,138317,38322,27.71
1646,Tumkur City,Tumkur,Mohammed Sadiq Jameel (Banu),M,42,SDPI,GEN,210384,138317,698,0.5
1647,Tumkur City,Tumkur,Syed Wajid Ahmed,M,45,IND,GEN,210384,138317,552,0.4
1648,Tumkur Rural,Tumkur,Mehar Taj,F,51,IND,GEN,175369,146725,558,0.38
1649,Tumkur Rural,Tumkur,B.H.Kalaiah,M,70,JD(U),GEN,175369,146725,935,0.64
1650,Tumkur Rural,Tumkur,B.Suresh Gowda,M,48,BJP,GEN,175369,146725,55029,37.5
1651,Tumkur Rural,Tumkur,K.V.Srinivas Kalkere,M,37,IND,GEN,175369,146725,637,0.43
1652,Tumkur Rural,Tumkur,M.Kumbaiah,M,55,BSRC,GEN,175369,146725,497,0.34
1653,Tumkur Rural,Tumkur,Lakshmi,F,49,IND,GEN,175369,146725,530,0.36
1654,Tumkur Rural,Tumkur,Siddaramegowda.T.B.,M,46,IND,GEN,175369,146725,1041,0.71
1655,Tumkur Rural,Tumkur,N.Gangaiah,M,65,BSP,GEN,175369,146725,1060,0.72
1656,Tumkur Rural,Tumkur,Anwar,M,57,IND,GEN,175369,146725,410,0.28
1657,Tumkur Rural,Tumkur,Auditor Nagaraju Yalachavadi,M,47,INC,GEN,175369,146725,8599,5.86
1658,Tumkur Rural,Tumkur,H.Ningappa,M,64,KJP,GEN,175369,146725,22709,15.48
1659,Tumkur Rural,Tumkur,Vijayakumar N.,M,30,IND,GEN,175369,146725,662,0.45
1660,Tumkur Rural,Tumkur,D.Lakshmaiah,M,37,IND,GEN,175369,146725,263,0.18
1661,Tumkur Rural,Tumkur,Gowrishankar.D.C.,M,36,JD(S),GEN,175369,146725,53457,36.43
1662,Tumkur Rural,Tumkur,Dattatreya.M.J.,M,30,IND,GEN,175369,146725,338,0.23
1663,Koratagere,Tumkur,Narasimhamurthy,M,47,IND,SC,181914,152242,1100,0.72
1664,Koratagere,Tumkur,Anjaneya,M,52,BSRC,SC,181914,152242,1265,0.83
1665,Koratagere,Tumkur,Lakshminarasaiah,M,47,IND,SC,181914,152242,482,0.32
1666,Koratagere,Tumkur,Peddaraju,M,44,BJP,SC,181914,152242,3088,2.03
1667,Koratagere,Tumkur,M.L. Santhosh,M,34,IND,SC,181914,152242,1388,0.91
1668,Koratagere,Tumkur,Sudhakara Lal .P.R,M,48,JD(S),SC,181914,152242,72229,47.44
1669,Koratagere,Tumkur,Bulla Subbarao,M,69,BSP,SC,181914,152242,989,0.65
1670,Koratagere,Tumkur,Shanthakumar. V,M,36,IND,SC,181914,152242,454,0.3
1671,Koratagere,Tumkur,L. Janardhanaswamy,M,34,NPP,SC,181914,152242,519,0.34
1672,Koratagere,Tumkur,Mutturaju. P.M,M,38,IND,SC,181914,152242,369,0.24
1673,Koratagere,Tumkur,Chandraiah (Vaale Chandraiah),M,47,KJP,SC,181914,152242,15738,10.34
1674,Koratagere,Tumkur,D. Lalitha Krishnamurthy,F,36,IND,SC,181914,152242,547,0.36
1675,Koratagere,Tumkur,Dr. G.Parameshwara,M,62,INC,SC,181914,152242,54074,35.52
1676,Gubbi,Tumkur,G.K. Hucchegowda,M,40,BSRC,GEN,167885,139659,2233,1.6
1677,Gubbi,Tumkur,S R Shrinivas (Vasu),M,51,JD(S),GEN,167885,139659,58783,42.09
1678,Gubbi,Tumkur,Lokesh P.C,M,29,IND,GEN,167885,139659,569,0.41
1679,Gubbi,Tumkur,Honnagirigowda,M,49,INC,GEN,167885,139659,18548,13.28
1680,Gubbi,Tumkur,Nataraja Sagaranahally,M,50,BJP,GEN,167885,139659,2396,1.72
1681,Gubbi,Tumkur,C P Vijayakumar Cheluru,M,47,IND,GEN,167885,139659,426,0.31
1682,Gubbi,Tumkur,H M Umesh,M,41,JD(U),GEN,167885,139659,767,0.55
1683,Gubbi,Tumkur,Rajanikanth B R,M,31,IND,GEN,167885,139659,320,0.23
1684,Gubbi,Tumkur,A R Srinivasamurthy,M,37,IND,GEN,167885,139659,669,0.48
1685,Gubbi,Tumkur,Giriyappa H.H,M,43,IND,GEN,167885,139659,483,0.35
1686,Gubbi,Tumkur,G.N. Bettaswamy,M,54,KJP,GEN,167885,139659,51539,36.9
1687,Gubbi,Tumkur,Bettaswamy,M,40,IND,GEN,167885,139659,1798,1.29
1688,Gubbi,Tumkur,H.S.Mallikarjunaiah,M,37,IND,GEN,167885,139659,545,0.39
1689,Gubbi,Tumkur,Shivanna Maranahally,M,53,BSP,GEN,167885,139659,583,0.42
1690,Sira,Tumkur,B K Manjunatha,M,51,BJP,GEN,201521,159445,18884,11.84
1691,Sira,Tumkur,N Rajanna,M,48,BSP,GEN,201521,159445,1090,0.68
1692,Sira,Tumkur,K.Mudalagiriyappa,M,51,BSRC,GEN,201521,159445,766,0.48
1693,Sira,Tumkur,R.Jayaramaiah,M,66,JD(U),GEN,201521,159445,340,0.21
1694,Sira,Tumkur,T B Jayachandra,M,64,INC,GEN,201521,159445,74089,46.47
1695,Sira,Tumkur,Srinivasa (Seenappa),M,28,LJP,GEN,201521,159445,330,0.21
1696,Sira,Tumkur,B.Sathyanarayana,M,60,JD(S),GEN,201521,159445,59408,37.26
1697,Sira,Tumkur,Maruthi,M,64,IND,GEN,201521,159445,261,0.16
1698,Sira,Tumkur,Shashi Kumar.R,M,27,IND,GEN,201521,159445,1642,1.03
1699,Sira,Tumkur,B.K.Jayachandra,M,34,IND,GEN,201521,159445,354,0.22
1700,Sira,Tumkur,B.A.Manjunatha,M,44,IND,GEN,201521,159445,471,0.3
1701,Sira,Tumkur,Inthiyaz Ahamed,M,42,KJP,GEN,201521,159445,1415,0.89
1702,Sira,Tumkur,Eranna.D.M,M,26,IND,GEN,201521,159445,395,0.25
1703,Pavagada,Tumkur,G.V.Vijayaraj,M,48,BJP,SC,186168,145380,5327,3.66
1704,Pavagada,Tumkur,Ugranarasimhappa,M,65,BSRC,SC,186168,145380,1260,0.87
1705,Pavagada,Tumkur,Mruthyunjaya,M,32,IND,SC,186168,145380,501,0.34
1706,Pavagada,Tumkur,Pavagada Sriram,M,42,KJP,SC,186168,145380,1229,0.85
1707,Pavagada,Tumkur,K.M.Thimmarayappa,M,55,JD(S),SC,186168,145380,68686,47.25
1708,Pavagada,Tumkur,Hanumantharaya.O,M,26,IND,SC,186168,145380,1072,0.74
1709,Pavagada,Tumkur,Madletappa,M,30,IND,SC,186168,145380,269,0.19
1710,Pavagada,Tumkur,Gangadhar,M,30,IND,SC,186168,145380,229,0.16
1711,Pavagada,Tumkur,H.V.Venkatesh,M,35,INC,SC,186168,145380,63823,43.9
1712,Pavagada,Tumkur,K.Venkatesh,M,33,IND,SC,186168,145380,431,0.3
1713,Pavagada,Tumkur,Nagarathnamma,F,59,BSP,SC,186168,145380,1045,0.72
1714,Pavagada,Tumkur,K.Gopala,M,38,JD(U),SC,186168,145380,272,0.19
1715,Pavagada,Tumkur,Sevenaik (Shiva),M,44,NCP,SC,186168,145380,1236,0.85
1716,Madhugiri,Tumkur,K.R.Rajanna,M,49,IND,GEN,182546,147308,421,0.29
1717,Madhugiri,Tumkur,B.Sumitradevi,F,43,BJP,GEN,182546,147308,1741,1.18
1718,Madhugiri,Tumkur,Thippanna Chowdary . L.,M,48,IND,GEN,182546,147308,163,0.11
1719,Madhugiri,Tumkur,G.Nagaraja,M,63,IND,GEN,182546,147308,140,0.1
1720,Madhugiri,Tumkur,M.V.Veerabhadraiah,M,58,JD(S),GEN,182546,147308,60659,41.18
1721,Madhugiri,Tumkur,Adhinarayanappa,M,30,IND,GEN,182546,147308,109,0.07
1722,Madhugiri,Tumkur,M.N.Venugopala Rao,M,49,IND,GEN,182546,147308,243,0.16
1723,Madhugiri,Tumkur,Yathugonahalli C.Rangaswamy,M,73,IND,GEN,182546,147308,239,0.16
1724,Madhugiri,Tumkur,Mahadevappa. N.,M,26,IND,GEN,182546,147308,518,0.35
1725,Madhugiri,Tumkur,S.H.Bhaskar (Gowda),M,47,IND,GEN,182546,147308,186,0.13
1726,Madhugiri,Tumkur,Sanneerappa,M,50,IND,GEN,182546,147308,177,0.12
1727,Madhugiri,Tumkur,Rajanna,M,51,IND,GEN,182546,147308,1929,1.31
1728,Madhugiri,Tumkur,Krishnamurthy M.R. (Krishna Hallikar),M,39,BSRC,GEN,182546,147308,273,0.19
1729,Madhugiri,Tumkur,K.Sarojamma,F,58,BDBRAJP,GEN,182546,147308,173,0.12
1730,Madhugiri,Tumkur,Ramanjaiah. L.,M,46,JD(U),GEN,182546,147308,197,0.13
1731,Madhugiri,Tumkur,T.Venkatareddy,M,43,IND,GEN,182546,147308,87,0.06
1732,Madhugiri,Tumkur,G.M.Nagaraju,M,36,IND,GEN,182546,147308,110,0.07
1733,Madhugiri,Tumkur,Koramangala Muniyappa,M,51,BSP,GEN,182546,147308,1992,1.35
1734,Madhugiri,Tumkur,G.Nagendra,M,38,IND,GEN,182546,147308,252,0.17
1735,Madhugiri,Tumkur,Bharathesha.M.R.,M,45,IND,GEN,182546,147308,430,0.29
1736,Madhugiri,Tumkur,Kyatasandra N.Rajanna,M,62,INC,GEN,182546,147308,75086,50.97
1737,Madhugiri,Tumkur,Lakshminarayana,M,66,IND,GEN,182546,147308,2183,1.48
1738,Gauribidanur,Chikkaballapur,S V Ashwathanarayana Reddy,M,76,JD(S),GEN,186720,149168,10957,7.35
1739,Gauribidanur,Chikkaballapur,Rajashekar Madiga,M,36,BSP,GEN,186720,149168,952,0.64
1740,Gauribidanur,Chikkaballapur,Syed Abhul Khasim,M,29,IND,GEN,186720,149168,1702,1.14
1741,Gauribidanur,Chikkaballapur,M Ramakrishnaiah,M,44,PPOI,GEN,186720,149168,1105,0.74
1742,Gauribidanur,Chikkaballapur,Sreerama Reddy,M,43,IND,GEN,186720,149168,215,0.14
1743,Gauribidanur,Chikkaballapur,N H Shivashankara Reddy,M,59,INC,GEN,186720,149168,50131,33.61
1744,Gauribidanur,Chikkaballapur,K Somashekar,M,31,BSRC,GEN,186720,149168,3526,2.36
1745,Gauribidanur,Chikkaballapur,K Jaipala Reddy,M,35,IND,GEN,186720,149168,44056,29.53
1746,Gauribidanur,Chikkaballapur,H N Ramakrishna Reddy,M,66,IND,GEN,186720,149168,399,0.27
1747,Gauribidanur,Chikkaballapur,H Ananda Kumara,M,44,IND,GEN,186720,149168,875,0.59
1748,Gauribidanur,Chikkaballapur,N H Shivashankara Reddy,M,37,IND,GEN,186720,149168,305,0.2
1749,Gauribidanur,Chikkaballapur,G N Ravi,M,49,IND,GEN,186720,149168,424,0.28
1750,Gauribidanur,Chikkaballapur,N M Ravinarayana Reddy,M,61,BJP,GEN,186720,149168,31840,21.35
1751,Gauribidanur,Chikkaballapur,C C Ashwathappa,M,49,CPM,GEN,186720,149168,709,0.48
1752,Gauribidanur,Chikkaballapur,Muralidar P S,M,49,KJP,GEN,186720,149168,1735,1.16
1753,Gauribidanur,Chikkaballapur,K V Sadashivaiah,M,53,JD(U),GEN,186720,149168,237,0.16
1754,Bagepalli,Chikkaballapur,S.N Subbareddy(Chinnakayal Apalli),M,47,IND,GEN,175917,150498,66227,44.01
1755,Bagepalli,Chikkaballapur,Hari. R,M,37,IND,GEN,175917,150498,598,0.4
1756,Bagepalli,Chikkaballapur,Subbareddy,M,37,IND,GEN,175917,150498,565,0.38
1757,Bagepalli,Chikkaballapur,C. Venkatesh,M,30,IND,GEN,175917,150498,446,0.3
1758,Bagepalli,Chikkaballapur,V Narasimhamurthy,M,31,JD(U),GEN,175917,150498,441,0.29
1759,Bagepalli,Chikkaballapur,P.A Satyanarayanareddy,M,33,IND,GEN,175917,150498,439,0.29
1760,Bagepalli,Chikkaballapur,Subhramani,M,40,IND,GEN,175917,150498,341,0.23
1761,Bagepalli,Chikkaballapur,Bava Fakruddin,M,46,IND,GEN,175917,150498,339,0.23
1762,Bagepalli,Chikkaballapur,Subbireddy,M,78,IND,GEN,175917,150498,309,0.21
1763,Bagepalli,Chikkaballapur,R. Muniraju,M,54,KJP,GEN,175917,150498,965,0.64
1764,Bagepalli,Chikkaballapur,H.V. Shivashankar,M,46,BSRC,GEN,175917,150498,793,0.53
1765,Bagepalli,Chikkaballapur,Ramanjaneya,M,42,IND,GEN,175917,150498,223,0.15
1766,Bagepalli,Chikkaballapur,Venkatashivappa,M,49,IND,GEN,175917,150498,199,0.13
1767,Bagepalli,Chikkaballapur,Babu,M,50,IND,GEN,175917,150498,160,0.11
1768,Bagepalli,Chikkaballapur,Keshavareddy M.V,M,28,IND,GEN,175917,150498,558,0.37
1769,Bagepalli,Chikkaballapur,N Sampangi,M,51,INC,GEN,175917,150498,15491,10.29
1770,Bagepalli,Chikkaballapur,R.N. Raghunath Reddy,M,50,IND,GEN,175917,150498,2478,1.65
1771,Bagepalli,Chikkaballapur,Venkataravana Reddy,M,43,IND,GEN,175917,150498,1666,1.11
1772,Bagepalli,Chikkaballapur,S.N Subbareddy,M,36,IND,GEN,175917,150498,1510,1
1773,Bagepalli,Chikkaballapur,K.A Srinath,M,29,IND,GEN,175917,150498,1184,0.79
1774,Bagepalli,Chikkaballapur,M. Javeed,M,42,IND,GEN,175917,150498,255,0.17
1775,Bagepalli,Chikkaballapur,Sriramareddy G.V,M,61,CPM,GEN,175917,150498,35472,23.57
1776,Bagepalli,Chikkaballapur,Krishnappa Nayaka,M,52,BSP,GEN,175917,150498,256,0.17
1777,Bagepalli,Chikkaballapur,Harinathareddy,M,37,JD(S),GEN,175917,150498,16779,11.15
1778,Bagepalli,Chikkaballapur,Ashwathreddy,M,50,IND,GEN,175917,150498,646,0.43
1779,Bagepalli,Chikkaballapur,M Narayanaswamy (Mns),M,55,BJP,GEN,175917,150498,1084,0.72
1780,Bagepalli,Chikkaballapur,Subbireddy,M,68,IND,GEN,175917,150498,1074,0.71
1781,Chikkaballapur,Chikkaballapur,M A Basha,M,38,SAJP,GEN,176367,146709,195,0.13
1782,Chikkaballapur,Chikkaballapur,Ameer Mohammed Sadiq,M,56,IND,GEN,176367,146709,536,0.37
1783,Chikkaballapur,Chikkaballapur,K P Bachegowda,M,58,JD(S),GEN,176367,146709,59866,40.81
1784,Chikkaballapur,Chikkaballapur,G R Narayan Swamy,M,33,IND,GEN,176367,146709,427,0.29
1785,Chikkaballapur,Chikkaballapur,D A Bachegowda,M,43,IND,GEN,176367,146709,325,0.22
1786,Chikkaballapur,Chikkaballapur,N Manjunath,M,45,JD(U),GEN,176367,146709,171,0.12
1787,Chikkaballapur,Chikkaballapur,A V Byregowda,M,49,BJP,GEN,176367,146709,3910,2.67
1788,Chikkaballapur,Chikkaballapur,Dr. K Sudhakar,M,39,INC,GEN,176367,146709,74914,51.06
1789,Chikkaballapur,Chikkaballapur,M Somashekar,M,38,BSP,GEN,176367,146709,1013,0.69
1790,Chikkaballapur,Chikkaballapur,Bachegowda,M,51,IND,GEN,176367,146709,575,0.39
1791,Chikkaballapur,Chikkaballapur,Sudhakara,M,28,IND,GEN,176367,146709,1203,0.82
1792,Chikkaballapur,Chikkaballapur,S V Lokesh,M,38,BSRC,GEN,176367,146709,1692,1.15
1793,Chikkaballapur,Chikkaballapur,Dr. N Lakshmipathi Babu,M,62,KJP,GEN,176367,146709,1156,0.79
1794,Chikkaballapur,Chikkaballapur,M Venkatesh (M.V. Sir),M,47,IND,GEN,176367,146709,726,0.49
1795,Sidlaghatta,Chikkaballapur,K.Kempamma,F,41,IND,GEN,176854,153740,468,0.3
1796,Sidlaghatta,Chikkaballapur,P.Sadiq Pasha,M,40,JD(U),GEN,176854,153740,331,0.22
1797,Sidlaghatta,Chikkaballapur,M. Rajanna,M,49,JD(S),GEN,176854,153740,77931,50.69
1798,Sidlaghatta,Chikkaballapur,Rajanna.G.A,M,40,IND,GEN,176854,153740,2097,1.36
1799,Sidlaghatta,Chikkaballapur,J.V. Sadashiva,M,48,BJP,GEN,176854,153740,1914,1.24
1800,Sidlaghatta,Chikkaballapur,V. Muniyappa,M,66,INC,GEN,176854,153740,62452,40.62
1801,Sidlaghatta,Chikkaballapur,T.M Narayanaswamy(Juice),M,44,BSRC,GEN,176854,153740,507,0.33
1802,Sidlaghatta,Chikkaballapur,D.R.Shivakumar Gowda,M,49,KJP,GEN,176854,153740,5838,3.8
1803,Sidlaghatta,Chikkaballapur,Dhanaraja(Madiga),M,32,BSP,GEN,176854,153740,890,0.58
1804,Sidlaghatta,Chikkaballapur,V.Muniyappa,M,52,IND,GEN,176854,153740,927,0.6
1805,Sidlaghatta,Chikkaballapur,Govindappa,M,33,IND,GEN,176854,153740,385,0.25
1806,Chintamani,Chikkaballapur,Seethappa. V,M,51,BSP,GEN,186465,158113,232,0.15
1807,Chintamani,Chikkaballapur,Hari Sudhakara.V.,M,26,IND,GEN,186465,158113,1252,0.79
1808,Chintamani,Chikkaballapur,Dr. M.C. Sudhakar,M,44,IND,GEN,186465,158113,67254,42.54
