_id,constituency,district,name,gender,age,party,const_category,total_electors,total_const_votes,votes,candidate_voteshare_percent
674,Raichur,Raichur,Trivikram Joshi,M,44,BJP,GEN,184986,99286,6186,6.23
675,Manvi,Raichur,M.Nagaraj Medar,M,43,IND,ST,199508,121974,777,0.64
676,Manvi,Raichur,Ayyamma Nayak,F,46,BJP,ST,199508,121974,2935,2.41
677,Manvi,Raichur,G.Hampayya Sahukar Ballatagi,M,62,INC,ST,199508,121974,50619,41.5
678,Manvi,Raichur,Mallappa Bangari,M,70,BSP,ST,199508,121974,991,0.81
679,Manvi,Raichur,Susheelamma R Mudukappa Nayak,F,34,JD(U),ST,199508,121974,958,0.79
680,Manvi,Raichur,Basanagouda Daddal,M,41,BSRC,ST,199508,121974,4363,3.58
681,Manvi,Raichur,Gangadhar Nayak,M,58,KJP,ST,199508,121974,14465,11.86
682,Manvi,Raichur,Marinagappa Haravi,M,52,IND,ST,199508,121974,1940,1.59
683,Manvi,Raichur,Raja Venkatappa Nayak Raja Ambanna Nayak,M,42,JD(S),ST,199508,121974,43632,35.77
684,Manvi,Raichur,Com.V.Mudukappa Nayak Nirmanvi,M,40,CPIM,ST,199508,121974,1294,1.06
685,Devadurga,Raichur,Shanth Gowda,M,42,KJP,ST,182856,127422,2747,2.16
686,Devadurga,Raichur,Arakera K Shivanagouda Nayak,M,36,BJP,ST,182856,127422,58370,45.81
687,Devadurga,Raichur,Anjala Channanagouda,M,31,BSRC,ST,182856,127422,2158,1.69
688,Devadurga,Raichur,Channabasava,M,35,JD(U),ST,182856,127422,860,0.67
689,Devadurga,Raichur,Basavaraj Nayak Gugeradody,M,29,CPIM,ST,182856,127422,1217,0.96
690,Devadurga,Raichur,A. Venkatesh Naik,M,76,INC,ST,182856,127422,62070,48.71
691,Lingsugur,Raichur,Manappa D.Vajjal,M,52,JD(S),SC,197870,129580,31737,24.49
692,Lingsugur,Raichur,Subhas Y Chawan,M,26,KRRS,SC,197870,129580,940,0.73
693,Lingsugur,Raichur,Pampapathi Gudadur,M,42,BSP,SC,197870,129580,757,0.58
694,Lingsugur,Raichur,Danamma Shivashankarappa,F,51,IND,SC,197870,129580,720,0.56
695,Lingsugur,Raichur,D.S.Hoolageri,M,47,INC,SC,197870,129580,30451,23.5
696,Lingsugur,Raichur,H.B.Murari,M,51,KJP,SC,197870,129580,18347,14.16
697,Lingsugur,Raichur,T.R.Naik,M,64,BJP,SC,197870,129580,13545,10.45
698,Lingsugur,Raichur,Dr.Ranganath,M,36,IND,SC,197870,129580,2737,2.11
699,Lingsugur,Raichur,Siddu Y.Bandi,M,35,BSRC,SC,197870,129580,25005,19.3
700,Lingsugur,Raichur,Yashodhar Bhajantri,M,41,IND,SC,197870,129580,1171,0.9
701,Lingsugur,Raichur,Nandappa P Bombaykar,M,38,IND,SC,197870,129580,1101,0.85
702,Lingsugur,Raichur,Shekharappa Shivangi,M,65,JD(U),SC,197870,129580,969,0.75
703,Lingsugur,Raichur,Balarama,M,64,IND,SC,197870,129580,868,0.67
704,Lingsugur,Raichur,Comrade Chinnappa Kotriki,M,42,CPIM,SC,197870,129580,1232,0.95
705,Sindhanur,Raichur,Badarli Hampanagouda,M,63,INC,GEN,199977,145208,49213,33.89
706,Sindhanur,Raichur,A.Ramesh Patil Bergi,M,42,CPIM,GEN,199977,145208,868,0.6
707,Sindhanur,Raichur,Syed Sabir Nana,M,38,KMP,GEN,199977,145208,667,0.46
708,Sindhanur,Raichur,Basanagouda,M,48,IND,GEN,199977,145208,657,0.45
709,Sindhanur,Raichur,Com Bashumiya,M,57,CPI,GEN,199977,145208,997,0.69
710,Sindhanur,Raichur,Basavaraj Badarli,M,33,IND,GEN,199977,145208,639,0.44
711,Sindhanur,Raichur,Goudappa,M,32,IND,GEN,199977,145208,526,0.36
712,Sindhanur,Raichur,M.K.Jaggesh,M,38,BSP,GEN,199977,145208,473,0.33
713,Sindhanur,Raichur,K.Kariyappa,M,47,BSRC,GEN,199977,145208,36197,24.93
714,Sindhanur,Raichur,Venkata Rao Nadagouda,M,56,JD(S),GEN,199977,145208,30895,21.28
715,Sindhanur,Raichur,Rajashekhar Patil,M,50,KJP,GEN,199977,145208,11692,8.05
716,Sindhanur,Raichur,Kolla Sheshagirirao,M,52,BJP,GEN,199977,145208,10557,7.27
717,Sindhanur,Raichur,Ramanna Elekudalagi,M,52,IND,GEN,199977,145208,1176,0.81
718,Sindhanur,Raichur,Jagirdar Shanthagouda,M,45,JD(U),GEN,199977,145208,651,0.45
719,Maski,Raichur,Shankarkumara Medara,M,48,BJP,ST,164884,105728,4264,4.03
720,Maski,Raichur,Amaresh,M,48,JD(S),ST,164884,105728,3488,3.3
721,Maski,Raichur,R Rangappa Nayaka,M,28,IND,ST,164884,105728,2877,2.72
722,Maski,Raichur,Amresh Nayaka,M,38,SJPA,ST,164884,105728,2152,2.04
723,Maski,Raichur,Nagaraj Medar,M,27,CPIM,ST,164884,105728,1107,1.05
724,Maski,Raichur,Tirupati,M,46,IND,ST,164884,105728,1036,0.98
725,Maski,Raichur,Nagaraja Chigari,M,33,BSP,ST,164884,105728,650,0.61
726,Maski,Raichur,Mahadevappa Gowda,M,67,KJP,ST,164884,105728,26405,24.97
727,Maski,Raichur,Pratapgowda Patil,M,58,INC,ST,164884,105728,45552,43.08
728,Maski,Raichur,Shekharappa Talwar,M,42,BSRC,ST,164884,105728,18197,17.21
729,Kushtagi,Koppal,Doddanagouda Hanamagouda Patil,M,44,BJP,GEN,193774,138246,44007,31.83
730,Kushtagi,Koppal,Mariyappa Basappa Madiwalar,M,37,IND,GEN,193774,138246,822,0.59
731,Kushtagi,Koppal,Basavaraj Narasappa Bilkar Hanamsagar,M,50,IND,GEN,193774,138246,509,0.37
732,Kushtagi,Koppal,Abdul Nayeem Abdul Rabsab,M,43,IND,GEN,193774,138246,492,0.36
733,Kushtagi,Koppal,Basavaraj Mariyappa Bunnatti,M,50,CPIM,GEN,193774,138246,384,0.28
734,Kushtagi,Koppal,Mallikarjunswami V Hiremath (Chalagera),M,51,JD(U),GEN,193774,138246,359,0.26
735,Kushtagi,Koppal,Amaregouda Linganagouda Patil Bayyapur,M,58,INC,GEN,193774,138246,40970,29.64
736,Kushtagi,Koppal,K.Sharanappa Vakeelaru,M,71,JD(S),GEN,193774,138246,26691,19.31
737,Kushtagi,Koppal,Gonal Rajashekar Gouda,M,34,BSRC,GEN,193774,138246,17543,12.69
738,Kushtagi,Koppal,Hiremath Sangamesh Shekarayya,M,70,IND,GEN,193774,138246,1743,1.26
739,Kushtagi,Koppal,Puradappa Kandgal Vakeelaru,M,64,IND,GEN,193774,138246,1496,1.08
740,Kushtagi,Koppal,Fakirappa Somappa Chalageri Vakeelaru,M,52,KJP,GEN,193774,138246,1442,1.04
741,Kushtagi,Koppal,Laxmana Duragappa Talawar,M,42,IND,GEN,193774,138246,955,0.69
742,Kushtagi,Koppal,Shivaputrappa Gumgeri,M,46,BSP,GEN,193774,138246,833,0.6
743,Kanakagiri,Koppal,Nagaraja Tippanna Waddar,M,46,IND,SC,183620,135446,558,0.41
744,Kanakagiri,Koppal,Bhavanimatha Mukundarao,M,44,BSRC,SC,183620,135446,28117,20.76
745,Kanakagiri,Koppal,Akkirotti Hulagappa Pamappa,M,51,CPM,SC,183620,135446,1028,0.76
746,Kanakagiri,Koppal,M. Yesappa,M,33,CPI(ML)(L),SC,183620,135446,560,0.41
747,Kanakagiri,Koppal,Motilal Nayak Rathod,M,68,IND,SC,183620,135446,579,0.43
748,Kanakagiri,Koppal,Shivaraj Sangappa Tangadagi,M,42,INC,SC,183620,135446,49451,36.51
749,Kanakagiri,Koppal,Tippanna V,M,69,IND,SC,183620,135446,1062,0.78
750,Kanakagiri,Koppal,Basavaraj Dadhesuguru,M,33,KJP,SC,183620,135446,44399,32.78
751,Kanakagiri,Koppal,Ramesh Koti,M,42,IND,SC,183620,135446,1524,1.13
752,Kanakagiri,Koppal,Dyamamma Mankaleppa Choudki,F,29,CPIM,SC,183620,135446,751,0.55
753,Kanakagiri,Koppal,Vithoba Baladasappa Dasar,M,35,IND,SC,183620,135446,1418,1.05
754,Kanakagiri,Koppal,Prakasha. L. Rathod,M,45,JD(S),SC,183620,135446,1166,0.86
755,Kanakagiri,Koppal,Palakshayya Shivamurthayya Hiremath,M,60,IND,SC,183620,135446,1080,0.8
756,Kanakagiri,Koppal,Ramanayak Lachamapppa Nayak Lamani,M,48,BJP,SC,183620,135446,2948,2.18
757,Kanakagiri,Koppal,Shreedhar,M,26,BSP,SC,183620,135446,805,0.59
758,Gangawati,Koppal,Basavaraj Patil Anvari,M,69,KJP,GEN,170865,125343,7058,5.63
759,Gangawati,Koppal,Hulugappa Deveramani,M,54,BSP,GEN,170865,125343,749,0.6
760,Gangawati,Koppal,H. R. Srinath,M,48,INC,GEN,170865,125343,20248,16.15
761,Gangawati,Koppal,Vijayakumar.J,M,39,PPOI,GEN,170865,125343,843,0.67
762,Gangawati,Koppal,Bharadvaj Subbarao,M,66,CPI(ML)(L),GEN,170865,125343,971,0.77
763,Gangawati,Koppal,Paranna Eshwarappa Munavalli,M,58,BJP,GEN,170865,125343,30514,24.34
764,Gangawati,Koppal,Sharanabasappa.S Pan Shop,M,41,IND,GEN,170865,125343,1642,1.31
765,Gangawati,Koppal,Iqbal Ansari,M,51,JD(S),GEN,170865,125343,60303,48.11
766,Gangawati,Koppal,Pampanagowdru Police Patel,M,48,BSRC,GEN,170865,125343,3015,2.41
767,Yelburga,Koppal,Ganiger Malakajappa Shivarudrappa,M,40,IND,GEN,180009,136729,501,0.37
768,Yelburga,Koppal,Duragappa Ayyappa Talakeri,M,39,BSP,GEN,180009,136729,810,0.59
769,Yelburga,Koppal,Somashekar T. M,M,46,IND,GEN,180009,136729,2018,1.48
770,Yelburga,Koppal,Shivashankar Lingaraj Desai,M,43,IND,GEN,180009,136729,718,0.53
771,Yelburga,Koppal,Shivashankarayya Baligerimath,M,49,IND,GEN,180009,136729,1233,0.9
772,Yelburga,Koppal,Achar Halappa Basappa,M,60,BJP,GEN,180009,136729,35488,25.95
773,Yelburga,Koppal,Naveen Kumar. E. Gulagannanavar,M,31,BSRC,GEN,180009,136729,10640,7.78
774,Yelburga,Koppal,Siddappa Hakkiguni,M,30,IND,GEN,180009,136729,793,0.58
775,Yelburga,Koppal,Nagaraj Kolaji,M,43,IND,GEN,180009,136729,9888,7.23
776,Yelburga,Koppal,G.T.Pampapati,M,37,JD(S),GEN,180009,136729,12040,8.81
777,Yelburga,Koppal,Basavaraj Rayaraddy,M,57,INC,GEN,180009,136729,52388,38.32
778,Yelburga,Koppal,C.H. Patil,M,53,KJP,GEN,180009,136729,10212,7.47
779,Koppal,Koppal,K.M.Syed,M,31,KJP,GEN,205255,151417,4118,2.72
780,Koppal,Koppal,K.Raghavendra Basavaraj Hitnal,M,34,INC,GEN,205255,151417,81062,53.54
781,Koppal,Koppal,Nekkanti Nagaraj,M,36,BSRC,GEN,205255,151417,2609,1.72
782,Koppal,Koppal,Hadapad Nirmala Mallikarjun,F,39,BSP,GEN,205255,151417,611,0.4
783,Koppal,Koppal,Pradeep Virupakshagouda,M,45,JD(S),GEN,205255,151417,6811,4.5
784,Koppal,Koppal,Shivakumar Vaderahalli,M,34,NCP,GEN,205255,151417,1333,0.88
785,Koppal,Koppal,Karadi Sanganna Amarappa,M,59,BJP,GEN,205255,151417,54274,35.84
786,Koppal,Koppal,Manjunath.E.Chakrasali,M,37,CPIM,GEN,205255,151417,599,0.4
787,Shirahatti,Gadag,Ramappa Sobeppa Lamani,M,60,BJP,SC,182763,131227,44423,33.85
788,Shirahatti,Gadag,Duragappa Sareppa Pujar,M,50,BSP,SC,182763,131227,560,0.43
789,Shirahatti,Gadag,Koradal Shivappa Fakkirappa,M,34,IND,SC,182763,131227,580,0.44
790,Shirahatti,Gadag,Gurappa Shiddappa Vaddar,M,52,JD(S),SC,182763,131227,5520,4.21
791,Shirahatti,Gadag,Parashuram Puttappa Bajantri,M,51,IND,SC,182763,131227,551,0.42
792,Shirahatti,Gadag,Doddamani Ramakrishna Shiddlingappa,M,57,INC,SC,182763,131227,44738,34.09
793,Shirahatti,Gadag,Benakappa Bajaneppa Pujar,M,39,JD(U),SC,182763,131227,791,0.6
794,Shirahatti,Gadag,Shobha Krishnappa Lamani,F,36,KJP,SC,182763,131227,3841,2.93
795,Shirahatti,Gadag,Shekappa Bojappa Lamani,M,48,IND,SC,182763,131227,710,0.54
796,Shirahatti,Gadag,Jayashree Mahantesh Halleppanavar,F,29,BSRC,SC,182763,131227,26791,20.42
797,Shirahatti,Gadag,Bhajekkanavar Fakkirappa Dandappa,M,31,IND,SC,182763,131227,775,0.59
798,Shirahatti,Gadag,Sandakad Doddahuchappa Doddayallappa,M,39,IND,SC,182763,131227,1947,1.48
799,Gadag,Gadag,H K Patil,M,60,INC,GEN,191106,136314,70475,51.7
800,Gadag,Gadag,Ashok Mallappa Javali,M,47,NCP,GEN,191106,136314,761,0.56
801,Gadag,Gadag,Andanayya Gurupadayya Kurtakoti,M,42,JD(S),GEN,191106,136314,1339,0.98
802,Gadag,Gadag,Anil Prakashbabu Mensinkai,M,39,BSRC,GEN,191106,136314,36748,26.96
803,Gadag,Gadag,Abdulmunaf Abdulsattar Khazi,M,49,NPP,GEN,191106,136314,438,0.32
804,Gadag,Gadag,Manjunath Vasant Neelgund,M,26,LJP,GEN,191106,136314,356,0.26
805,Gadag,Gadag,Satyappanavar Bimappa Goneppa,M,73,IND,GEN,191106,136314,1062,0.78
806,Gadag,Gadag,Mahadev H Chalavadi,M,28,BSP,GEN,191106,136314,537,0.39
807,Gadag,Gadag,Bidarur Shreeshailappa Virupaxappa,M,51,BJP,GEN,191106,136314,18715,13.73
808,Gadag,Gadag,Tirlapur Abdulrahamansab Janglisab,M,36,JD(U),GEN,191106,136314,230,0.17
809,Gadag,Gadag,Shyam Motilalasa Bhandage,M,41,SK,GEN,191106,136314,845,0.62
810,Gadag,Gadag,S B Sankannavar,M,69,KJP,GEN,191106,136314,4808,3.53
811,Ron,Gadag,Gurupadagouda Sanganagouda Patil,M,65,INC,GEN,195737,145905,74593,51.12
812,Ron,Gadag,Malaji Motilalasa Vasusa,M,63,SK,GEN,195737,145905,282,0.19
813,Ron,Gadag,Tegginamani Fakirappa Neelappa,M,32,LJP,GEN,195737,145905,151,0.1
814,Ron,Gadag,Kalakappa Gurushanthappa Bandi,M,44,BJP,GEN,195737,145905,56366,38.63
815,Ron,Gadag,Hemagirish Gurupadappa Havinal,M,36,JD(S),GEN,195737,145905,6334,4.34
816,Ron,Gadag,Rangangouda Vasudevagouda Patil,M,36,IND,GEN,195737,145905,1976,1.35
817,Ron,Gadag,Basavaraja Veerappa Dotihal,M,41,NPP,GEN,195737,145905,137,0.09
818,Ron,Gadag,Mallikarjungouda B Sankanagoudra,M,50,IND,GEN,195737,145905,1472,1.01
819,Ron,Gadag,Nigabasappa Ramappa Doddamani,M,39,BSP,GEN,195737,145905,1210,0.83
820,Ron,Gadag,Ashok V Bavenakatti,M,46,BSRC,GEN,195737,145905,1636,1.12
821,Ron,Gadag,Sharnappa Basappa Menashinkai,M,38,KJP,GEN,195737,145905,1372,0.94
822,Ron,Gadag,Mallikarjun Kallappa Budihal,M,37,IND,GEN,195737,145905,376,0.26
823,Nargund,Gadag,Gurusiddappa Honakerappa Desai,M,81,RCMP,GEN,171702,128630,327,0.25
824,Nargund,Gadag,Patil Krishnagouda Ranganagouda,M,60,IND,GEN,171702,128630,418,0.32
825,Nargund,Gadag,Shakuntala Yamanappa Kondabingi,F,38,IND,GEN,171702,128630,502,0.39
826,Nargund,Gadag,C C Patil,M,54,BJP,GEN,171702,128630,51035,39.68
827,Nargund,Gadag,B R Yavagal,M,66,INC,GEN,171702,128630,59620,46.35
828,Nargund,Gadag,Suresh Maharudrappa Mundaragi,M,37,IND,GEN,171702,128630,1449,1.13
829,Nargund,Gadag,Kuberagouda Shivanagouda Parwatgoudra,M,48,KJP,GEN,171702,128630,1054,0.82
830,Nargund,Gadag,Kadiyavar Hemantha Mallappa,M,31,LJP,GEN,171702,128630,931,0.72
831,Nargund,Gadag,S H Shivanagoudar,M,44,BSRC,GEN,171702,128630,6908,5.37
832,Nargund,Gadag,V R Ramananda,M,46,IND,GEN,171702,128630,3410,2.65
833,Nargund,Gadag,Prakash Ningappa Kari,M,34,JD(S),GEN,171702,128630,2976,2.31
834,Navalgund,Dharwad,Saidapur Yellappa Dundur,M,30,BSP,GEN,182898,137347,935,0.68
835,Navalgund,Dharwad,Virupakshagouda Shivanagouda Kulkarni,M,34,IND,GEN,182898,137347,782,0.57
836,Navalgund,Dharwad,Gaddi Kallappa Nagappa,M,46,INC,GEN,182898,137347,30780,22.41
837,Navalgund,Dharwad,Shivanand Basappa Karigar (Mudnur),M,36,IND,GEN,182898,137347,8901,6.48
838,Navalgund,Dharwad,Dr Shiriyannavar,M,68,KJP,GEN,182898,137347,4028,2.93
839,Navalgund,Dharwad,Subhashchandragouda Bhimanagouda Patil (Chandragouda),M,63,IND,GEN,182898,137347,2356,1.72
840,Navalgund,Dharwad,Shambhulinga C Sidramashettar,M,42,BSRC,GEN,182898,137347,1109,0.81
841,Navalgund,Dharwad,N.H.Konaraddi,M,49,JD(S),GEN,182898,137347,44448,32.36
842,Navalgund,Dharwad,Vinayakumar P Myageri,M,27,IND,GEN,182898,137347,465,0.34
843,Navalgund,Dharwad,Gurushanthappa Hanamappa Chalawadi,M,55,RCMP,GEN,182898,137347,338,0.25
844,Navalgund,Dharwad,R.D. Rangaswamy,M,53,IND,GEN,182898,137347,317,0.23
845,Navalgund,Dharwad,Chandrashekar Demappa Bugati,M,46,LJP,GEN,182898,137347,317,0.23
846,Navalgund,Dharwad,Basavennevva Yellappa Kadrolli,F,51,IND,GEN,182898,137347,275,0.2
847,Navalgund,Dharwad,Metigoudra Prakashagouda Mallanagouda,M,46,JD(U),GEN,182898,137347,232,0.17
848,Navalgund,Dharwad,Patil Munenakoppa Shankar,M,45,BJP,GEN,182898,137347,41779,30.42
849,Navalgund,Dharwad,Doctor Mohammadusman Mohmmadgous,M,51,IND,GEN,182898,137347,285,0.21
850,Kundgol,Dharwad,M R Patil,M,50,BJP,GEN,168831,129517,23641,18.25
851,Kundgol,Dharwad,Akki Mallikarjun Sahadevappa,M,53,JD(S),GEN,168831,129517,15613,12.05
852,Kundgol,Dharwad,Veerupakshappagouda Nagangouda Fakkiragoudra,M,54,IND,GEN,168831,129517,2309,1.78
853,Kundgol,Dharwad,Veerupakshappa Kallimani,M,44,BSRC,GEN,168831,129517,869,0.67
854,Kundgol,Dharwad,Channappa Mallappa Kamadolli,M,54,IND,GEN,168831,129517,694,0.54
855,Kundgol,Dharwad,Kurubar Chandrappa Ganeshappa,M,34,BSP,GEN,168831,129517,600,0.46
856,Kundgol,Dharwad,Kiran Fakkirappa Shetteppanavar,M,33,KMP,GEN,168831,129517,576,0.44
857,Kundgol,Dharwad,Channabasappa Satyappa Shivalli,M,51,INC,GEN,168831,129517,52690,40.68
858,Kundgol,Dharwad,Gokak Jailani Mahabubsab,M,30,IND,GEN,168831,129517,498,0.38
859,Kundgol,Dharwad,Kutubuddin Imamsab Belagali,M,33,NPP,GEN,168831,129517,409,0.32
860,Kundgol,Dharwad,Chikkangoudra Siddangouda Ishwargoud,M,61,KJP,GEN,168831,129517,31618,24.41
861,Dharwad,Dharwad,Nijamuddin (Hannu) Abdulnabi Soudagar,M,62,IND,GEN,183561,133018,357,0.27
862,Dharwad,Dharwad,Vinay Kulkarni,M,46,INC,GEN,183561,133018,53453,40.18
863,Dharwad,Dharwad,Amrut Ayyappa Desai,M,36,JD(S),GEN,183561,133018,35133,26.41
864,Dharwad,Dharwad,Patil Basavaraj Ninganagouda,M,50,IND,GEN,183561,133018,343,0.26
865,Dharwad,Dharwad,Basavaraj Yallappa Parasannavar,M,50,IND,GEN,183561,133018,718,0.54
866,Dharwad,Dharwad,Somappa Basappa Benakatti,M,36,IND,GEN,183561,133018,2162,1.63
867,Dharwad,Dharwad,Azalfarida Goususab Ronad,F,41,IND,GEN,183561,133018,330,0.25
868,Dharwad,Dharwad,Manjunath Hanamantappa Mangalagatti,M,29,IND,GEN,183561,133018,578,0.43
869,Dharwad,Dharwad,Yogeshgouda Ningangouda Goudar,M,34,BSRC,GEN,183561,133018,405,0.3
870,Dharwad,Dharwad,Ashtagi Tavanappa Payappa,M,52,KJP,GEN,183561,133018,21589,16.23
871,Dharwad,Dharwad,Seema Ashok Masuti,F,41,BJP,GEN,183561,133018,16896,12.7
872,Dharwad,Dharwad,Basavaraj Budihal,M,33,NCP,GEN,183561,133018,811,0.61
873,Dharwad,Dharwad,Shrishailagouda Giriyappagouda Kamatar,M,35,JD(U),GEN,183561,133018,243,0.18
874,Hubli-Dharwad East,Dharwad,Alkod Hanumanthappa Y,M,54,JD(S),SC,174347,109094,8431,7.73
875,Hubli-Dharwad East,Dharwad,Ballary Babu Sunkappa,M,35,BSRC,SC,174347,109094,606,0.56
876,Hubli-Dharwad East,Dharwad,Chennu Malligewad,M,45,RPI(A),SC,174347,109094,414,0.38
877,Hubli-Dharwad East,Dharwad,Bijawad Shankarappa Kashappa,M,55,KJP,SC,174347,109094,26312,24.12
878,Hubli-Dharwad East,Dharwad,Abbayya Prasad,M,44,INC,SC,174347,109094,42353,38.82
879,Hubli-Dharwad East,Dharwad,Gurunath Shanker Gabbur,M,34,IND,SC,174347,109094,669,0.61
880,Hubli-Dharwad East,Dharwad,Ningappa Pirappa Maraganoor,M,32,BSP,SC,174347,109094,628,0.58
881,Hubli-Dharwad East,Dharwad,Venkappa F Siddanath,M,34,IND,SC,174347,109094,850,0.78
882,Hubli-Dharwad East,Dharwad,Veerabhadrappa Halaharavi,M,49,BJP,SC,174347,109094,28831,26.43
883,Hubli-Dharwad Central,Dharwad,Manoj Baburao Hangal,M,48,IND,GEN,212179,117311,346,0.29
884,Hubli-Dharwad Central,Dharwad,Jagadish Shettar,M,57,BJP,GEN,212179,117311,58201,49.61
885,Hubli-Dharwad Central,Dharwad,Shiddalingappa Rawappa Kampli,M,72,IND,GEN,212179,117311,375,0.32
886,Hubli-Dharwad Central,Dharwad,Vinod Pawar,M,29,IND,GEN,212179,117311,194,0.17
887,Hubli-Dharwad Central,Dharwad,Ravi Basappa Mugad,M,32,IND,GEN,212179,117311,117,0.1
888,Hubli-Dharwad Central,Dharwad,Dr. Mahesh Nalwad,M,49,INC,GEN,212179,117311,40447,34.48
889,Hubli-Dharwad Central,Dharwad,S. S. Patil,M,65,KJP,GEN,212179,117311,5481,4.67
890,Hubli-Dharwad Central,Dharwad,Sirajahmed Mulla,M,42,IND,GEN,212179,117311,967,0.82
891,Hubli-Dharwad Central,Dharwad,Premanath Chikkatumbal,M,36,BSP,GEN,212179,117311,632,0.54
892,Hubli-Dharwad Central,Dharwad,Sayad Salauddin Sayad Gouse Mulla,M,41,IND,GEN,212179,117311,588,0.5
893,Hubli-Dharwad Central,Dharwad,Vishal Mohan Sutagatti,M,38,IND,GEN,212179,117311,200,0.17
894,Hubli-Dharwad Central,Dharwad,Gudipati Jashuva,M,34,IND,GEN,212179,117311,194,0.17
895,Hubli-Dharwad Central,Dharwad,Renuka Shinde,F,53,NCP,GEN,212179,117311,522,0.44
896,Hubli-Dharwad Central,Dharwad,Jafar Nannesab Dharawad,M,34,IND,GEN,212179,117311,168,0.14
897,Hubli-Dharwad Central,Dharwad,Ajijnaj D Momin,M,28,IUML,GEN,212179,117311,132,0.11
898,Hubli-Dharwad Central,Dharwad,Vishnusa Rajanasa Pawar,M,54,IND,GEN,212179,117311,523,0.45
899,Hubli-Dharwad Central,Dharwad,Ravi Kalal,M,33,JD(U),GEN,212179,117311,213,0.18
900,Hubli-Dharwad Central,Dharwad,Babajan Makatumhussain Ghantiwale,M,34,IND,GEN,212179,117311,113,0.1
901,Hubli-Dharwad Central,Dharwad,Shams Tabrez Samsi,M,51,JD(S),GEN,212179,117311,7898,6.73
902,Hubli-Dharwad West,Dharwad,Mohan Limbikai,M,54,KJP,GEN,220564,126910,12216,9.63
903,Hubli-Dharwad West,Dharwad,Gururaj Hunashimarad,M,44,IND,GEN,220564,126910,2471,1.95
904,Hubli-Dharwad West,Dharwad,Laxman Basappa Doddamani,M,41,IND,GEN,220564,126910,1066,0.84
905,Hubli-Dharwad West,Dharwad,Suresh Veerabhadrappa Katagi,M,55,IND,GEN,220564,126910,1091,0.86
906,Hubli-Dharwad West,Dharwad,Kumar Desai Rayanagouda Dyamanagouda,M,52,IND,GEN,220564,126910,322,0.25
907,Hubli-Dharwad West,Dharwad,Raju Kamble,M,29,BhJD,GEN,220564,126910,241,0.19
908,Hubli-Dharwad West,Dharwad,Anita Horadi,F,49,IND,GEN,220564,126910,221,0.17
909,Hubli-Dharwad West,Dharwad,H.G. Desai,M,40,SUCI,GEN,220564,126910,339,0.27
910,Hubli-Dharwad West,Dharwad,Ismail Tamatgar,M,34,JD(S),GEN,220564,126910,30312,23.88
911,Hubli-Dharwad West,Dharwad,S. R. Morey,M,72,INC,GEN,220564,126910,30821,24.29
912,Hubli-Dharwad West,Dharwad,Nagaraj Tigadi,M,50,LSP,GEN,220564,126910,843,0.66
913,Hubli-Dharwad West,Dharwad,Dambal Hanumant,M,60,BSRC,GEN,220564,126910,1807,1.42
914,Hubli-Dharwad West,Dharwad,Ratnakar Narayan Raikar,M,62,IND,GEN,220564,126910,799,0.63
915,Hubli-Dharwad West,Dharwad,Ishwar Mallappa Sanikop,M,54,IND,GEN,220564,126910,821,0.65
916,Hubli-Dharwad West,Dharwad,Bakkayi Laxman Chandrappa,M,50,BSP,GEN,220564,126910,645,0.51
917,Hubli-Dharwad West,Dharwad,Anwarsab Bashasab Raibag,M,60,IND,GEN,220564,126910,147,0.12
918,Hubli-Dharwad West,Dharwad,Vadiraj Madhusudhan Mannari(Pandurangi),M,42,NCP,GEN,220564,126910,745,0.59
919,Hubli-Dharwad West,Dharwad,Aravind Chandrakant Bellad,M,43,BJP,GEN,220564,126910,42003,33.1
920,Kalghatgi,Dharwad,Shobha V Ballari (Hukkeri),F,50,BSP,GEN,168350,131588,604,0.46
921,Kalghatgi,Dharwad,Akki Shivappa Yallappa,M,55,IND,GEN,168350,131588,1152,0.88
922,Kalghatgi,Dharwad,Basava Prasad Jadhav,M,36,IND,GEN,168350,131588,818,0.62
923,Kalghatgi,Dharwad,Santhosh S Lad,M,38,INC,GEN,168350,131588,76802,58.37
924,Kalghatgi,Dharwad,Nimbannavar Channappa Mallappa,M,65,KJP,GEN,168350,131588,31141,23.67
925,Kalghatgi,Dharwad,Irappa Channappa Salagar(Veeresh),M,44,BJP,GEN,168350,131588,6863,5.22
926,Kalghatgi,Dharwad,Husainasab Mahaboobasab Torgal,M,36,IND,GEN,168350,131588,1908,1.45
927,Kalghatgi,Dharwad,P C Siddanagoudar,M,63,JD(S),GEN,168350,131588,12300,9.35
928,Haliyal,Uttara Kannada,Chougula. Sanjeevkumar,M,30,BSRC,GEN,157649,120150,709,0.59
929,Haliyal,Uttara Kannada,Indira Nimbal,F,42,IND,GEN,157649,120150,253,0.21
930,Haliyal,Uttara Kannada,Uday Babu Khalwadekar,M,61,IND,GEN,157649,120150,157,0.13
931,Haliyal,Uttara Kannada,Sunil Hegade,M,47,JD(S),GEN,157649,120150,49066,40.84
932,Haliyal,Uttara Kannada,Eliya Kati,M,34,IND,GEN,157649,120150,261,0.22
933,Haliyal,Uttara Kannada,Ravi Redkar,M,47,KJP,GEN,157649,120150,2356,1.96
934,Haliyal,Uttara Kannada,Shivanand. B. Gaggari,M,45,IND,GEN,157649,120150,1547,1.29
