,name,age,gender,party,votes,percent_votes,constituency,constituency_category
2160,Narasimhaiah P S,36,M,ASP,213,0.1771913916595263,Chamrajpet,GEN
2161,Subbarayudu,66,M,IND,193,0.1605537023018243,Chamrajpet,GEN
2162,Irfan Ahmed,30,M,IND,179,0.1489073197514329,Chamrajpet,GEN
2163,S. Rukmangad,47,M,SHS,153,0.1272783235864203,Chamrajpet,GEN
2164,S.N. Harish Narayan Gandhi,42,M,BJC,122,0.1014899050819822,Chamrajpet,GEN
2165,Asgar A Mohin S M,49,M,IND,108,0.0898435225315908,Chamrajpet,GEN
2166,Pramila,27,F,NAC,90,0.074869602109659,Chamrajpet,GEN
2167,N Padmanabha,49,M,SJPL,77,0.0640551040271527,Chamrajpet,GEN
2168,Yogesh.J.Patel,29,M,KP,75,0.0623913350913825,Chamrajpet,GEN
2169,Syed Aslam,46,M,AIMEP,74,0.0615594506234974,Chamrajpet,GEN
2170,Ameer Ahmed Khan,46,M,IND,60,0.049913068073106,Chamrajpet,GEN
2171,Syed Khadeer,52,M,IND,56,0.0465855302015656,Chamrajpet,GEN
2172,Abdulla,58,M,IND,56,0.0465855302015656,Chamrajpet,GEN
2173,Amjad Khan,40,M,IND,53,0.0440898767979103,Chamrajpet,GEN
2174,Sampangi Raaj,63,M,IND,42,0.0349391476511742,Chamrajpet,GEN
2175,Uday B.Garudachar,58,M,BJP,57312,44.45547626434998,Chickpet,GEN
2176,R.V.Devraj,60,M,INC,49378,38.30127210673286,Chickpet,GEN
2177,Mujahid Pasha.A,36,M,SDPI,11700,9.075395594166928,Chickpet,GEN
2178,Dr D.Hemachandra Sagar,64,M,JD(S),6286,4.875892026062674,Chickpet,GEN
2179,NOTA,,,NOTA,1340,1.0394042817251006,Chickpet,GEN
2180,Bharat Sanghvi,46,M,IND,487,0.3777536456717344,Chickpet,GEN
2181,Rakesh Kumar Shukla,41,M,IND,442,0.3428482780018616,Chickpet,GEN
2182,Basavaraj Vaijanath Jemshetty,38,M,IND,261,0.2024511324852621,Chickpet,GEN
2183,R.Shekar,46,M,IND,213,0.1652187403040645,Chickpet,GEN
2184,Afsar Khan. R.K,48,M,AIMEP,171,0.1326403971455166,Chickpet,GEN
2185,Praveen.V.K,46,M,IND,140,0.1085944771951597,Chickpet,GEN
2186,Rajendra Kumar M. Solanki,49,M,IND,136,0.1054917778467266,Chickpet,GEN
2187,Thyagaraj,34,M,RPSN,115,0.0892026062674526,Chickpet,GEN
2188,M.Srinivasa Murthy,42,M,IND,94,0.0729134346881787,Chickpet,GEN
2189,Syed Shazad Ahmed,40,M,IND,88,0.068259385665529,Chickpet,GEN
2190,Purandara Upadhyaya G,41,M,IND,87,0.0674837108284207,Chickpet,GEN
2191,Syed Iqbal,55,M,IND,81,0.062829661805771,Chickpet,GEN
2192,N. Kishore Kumar,60,M,ABHM,78,0.0605026372944461,Chickpet,GEN
2193,Arun Prasad. A,44,M,IND,66,0.0511945392491467,Chickpet,GEN
2194,Sadat Ali,38,M,IND,65,0.0504188644120384,Chickpet,GEN
2195,Syed Riyaz,37,M,IND,64,0.0496431895749302,Chickpet,GEN
2196,N.Muniyppa,41,M,RPI,56,0.0434377908780639,Chickpet,GEN
2197,Asgar A Mohin S M,49,M,IND,53,0.041110766366739,Chickpet,GEN
2198,Shivakumar.K.S,42,M,IND,51,0.0395594166925224,Chickpet,GEN
2199,Shafiulla Shariff,41,M,IND,46,0.035681042506981,Chickpet,GEN
2200,B. Chikkanagesha,59,M,IND,43,0.0333540179956562,Chickpet,GEN
2201,C.Nanjundappa,65,M,IND,36,0.0279242941358982,Chickpet,GEN
2202,P. Amarnath,41,M,IND,31,0.0240459199503568,Chickpet,GEN
2203,Ravisubramanya.L.A,60,M,BJP,76018,58.45604915297248,Basavanagudi,GEN
2204,K.Bagegowda,61,M,JD(S),38009,29.22802457648624,Basavanagudi,GEN
2205,M.Boregowda,66,M,INC,11767,9.048545481110096,Basavanagudi,GEN
2206,NOTA,,,NOTA,1856,1.427220227155633,Basavanagudi,GEN
2207,Sakleshpur Gundappa Sitaram,58,M,AAAP,453,0.3483463162184816,Basavanagudi,GEN
2208,Kenchaiah.S.,44,M,RPI(A),328,0.2522242642818144,Basavanagudi,GEN
2209,Sharanu.M.,35,M,IND,256,0.1968579623662942,Basavanagudi,GEN
2210,Dr.Banu Prakash.A.S.,42,M,PPOI,233,0.1791715048099474,Basavanagudi,GEN
2211,Vishala Eshwar,70,F,IND,203,0.1561022123451473,Basavanagudi,GEN
2212,J.Venkatesh,35,M,AIMEP,187,0.1437985896972539,Basavanagudi,GEN
2213,T.S.Madhuranath,50,M,IND,149,0.1145774859085071,Basavanagudi,GEN
2214,Vedi.B,44,M,IND,121,0.0930461462746937,Basavanagudi,GEN
2215,B K Prakash,42,M,KP,120,0.0922771698592004,Basavanagudi,GEN
2216,D.M.Bhattad,53,M,JD(U),119,0.0915081934437071,Basavanagudi,GEN
2217,H.M.Rama,47,M,BPKP,116,0.089201264197227,Basavanagudi,GEN
2218,Padmanabhan.M.N,47,M,IND,108,0.0830494528732803,Basavanagudi,GEN
2219,R Ashoka,60,M,BJP,77868,48.183258254541855,Padmanaba Nagar,GEN
2220,V K Gopal,53,M,JD(S),45702,28.27954061680115,Padmanaba Nagar,GEN
2221,M Srinivas,75,M,INC,33400,20.667293698331765,Padmanaba Nagar,GEN
2222,NOTA,,,NOTA,2404,1.4875501212811246,Padmanaba Nagar,GEN
2223,Ravigowda,37,M,IND,371,0.2295678431760804,Padmanaba Nagar,GEN
2224,Akmal Shareff,48,M,AIMEP,366,0.2264739369338151,Padmanaba Nagar,GEN
2225,Meera Raghavendra,43,F,IND,362,0.2239988119400029,Padmanaba Nagar,GEN
2226,G T Gopal,44,M,IND,256,0.1584079996039799,Padmanaba Nagar,GEN
2227,Yogesh,34,M,IND,233,0.1441760308895599,Padmanaba Nagar,GEN
2228,Suma Mahindhar,52,F,KP,150,0.092817187267957,Padmanaba Nagar,GEN
2229,Kumar H,32,M,RMVP,129,0.079822781050443,Padmanaba Nagar,GEN
2230,S Manivannan,38,M,IND,120,0.0742537498143656,Padmanaba Nagar,GEN
2231,Gunashekhar M,36,M,IND,97,0.0600217810999455,Padmanaba Nagar,GEN
2232,Prabhakar,60,M,IND,82,0.0507400623731498,Padmanaba Nagar,GEN
2233,K Firoz,42,M,IND,68,0.0420771248948071,Padmanaba Nagar,GEN
2234,Ramalinga Reddy,65,M,INC,67085,49.35188182326456,B.T.M.Layout,GEN
2235,Lallesh Reddy,41,M,BJP,46607,34.28699643939617,B.T.M.Layout,GEN
2236,K Devadas,56,M,JD(S),17307,12.732101344790042,B.T.M.Layout,GEN
2237,NOTA,,,NOTA,2365,1.7398405084895388,B.T.M.Layout,GEN
2238,Dr. Syed Asad Abbas (M C Abbas),30,M,AAAP,701,0.5156990259835799,B.T.M.Layout,GEN
2239,N Krishnoji Rao,60,M,BJC,497,0.3656239884648207,B.T.M.Layout,GEN
2240,Satish Babu S N,33,M,IND,333,0.244975428890916,B.T.M.Layout,GEN
2241,Kumari. Jayalakshmi B V,46,F,AIMEP,262,0.1927434305387987,B.T.M.Layout,GEN
2242,Seema Kowser,42,F,KPJP,194,0.1427184180325456,B.T.M.Layout,GEN
2243,Shabrin,27,F,IND,181,0.1331548127004679,B.T.M.Layout,GEN
2244,Pradeep Mendonca,53,M,IND,107,0.0787158285024865,B.T.M.Layout,GEN
2245,Yashwant Naik,50,M,IND,103,0.075773180708001,B.T.M.Layout,GEN
2246,Brahmananda N,51,M,IND,102,0.0750375187593796,B.T.M.Layout,GEN
2247,M Muneshwara,42,M,RPSN,88,0.0647382514786805,B.T.M.Layout,GEN
2248,Aravind Limbavali,51,M,BJP,141682,49.82627166329057,Mahadevapura,SC
2249,A C Srinivasa,51,M,INC,123898,43.57205154175107,Mahadevapura,SC
2250,Sathish K,39,M,JD(S),6391,2.2475663965788883,Mahadevapura,SC
2251,Nagesh T,42,M,IND,3852,1.3546590141796084,Mahadevapura,SC
2252,NOTA,,,NOTA,3482,1.2245386000450147,Mahadevapura,SC
2253,B R Bhaskar Prasad,42,M,AAAP,1336,0.4698401980643709,Mahadevapura,SC
2254,P Ramesh Chander,41,M,SWARAJ,1184,0.4163853252307,Mahadevapura,SC
2255,V Srinivasa,43,M,IND,473,0.1663431240153049,Mahadevapura,SC
2256,V Uma,37,F,KJP,370,0.1301204141345937,Mahadevapura,SC
2257,Srinivasa,46,M,IND,290,0.1019862705379248,Mahadevapura,SC
2258,Nandakumar R,30,M,AIMEP,282,0.0991728561782579,Mahadevapura,SC
2259,A Lakshmaiah,63,M,IND,278,0.0977661489984244,Mahadevapura,SC
2260,J Uday Kumar,35,M,IND,250,0.0879191987395903,Mahadevapura,SC
2261,Dr. H R Surendra,65,M,RPI(A),248,0.0872158451496736,Mahadevapura,SC
2262,S M Krishna,53,M,BPJP,169,0.059433378347963,Mahadevapura,SC
2263,K Krishna,47,M,RPSN,167,0.0587300247580463,Mahadevapura,SC
2264,Sathish Reddy M,45,M,BJP,111863,57.21599918162754,Bommanahalli,GEN
2265,Sushma Rajagopala Reddy,48,F,INC,64701,33.09344790547798,Bommanahalli,GEN
2266,T R Prasad,49,M,JD(S),9379,4.797197074318449,Bommanahalli,GEN
2267,NOTA,,,NOTA,2491,1.2741036264129713,Bommanahalli,GEN
2268,Somashekar.N,28,M,PPRP,2142,1.095596133190118,Bommanahalli,GEN
2269,Dr.P.Anilkumar,44,M,IND,1143,0.5846248273745589,Bommanahalli,GEN
2270,Sushma Ramesh,32,F,IND,576,0.2946140862359982,Bommanahalli,GEN
2271,Sushma Sandeep,25,F,IND,460,0.2352820827579152,Bommanahalli,GEN
2272,Sadarulla,35,M,IND,352,0.1800419415886655,Bommanahalli,GEN
2273,Syed Ismail,38,M,IND,347,0.1774845276456447,Bommanahalli,GEN
2274,Sheeba C P,40,F,IND,335,0.1713467341823947,Bommanahalli,GEN
2275,Madhusudan Reddy,35,M,JBJSP,320,0.1636744923533323,Bommanahalli,GEN
2276,V Madesha,41,M,IND,271,0.1386118357117283,Bommanahalli,GEN
2277,Kupendra,43,M,IND,243,0.1242903176308117,Bommanahalli,GEN
2278,Abdul Kadir Gsy,38,M,IND,224,0.1145721446473326,Bommanahalli,GEN
2279,Shaik Imran,29,M,AIMEP,161,0.0823487289652703,Bommanahalli,GEN
2280,G Venkatesh Bhovi,57,M,SHS,150,0.0767224182906245,Bommanahalli,GEN
2281,Rathnamma,41,F,RMVP,146,0.0746764871362078,Bommanahalli,GEN
2282,Pavithra Gundegowda,36,F,IND,120,0.0613779346324996,Bommanahalli,GEN
2283,Dilip Kumar,26,M,IND,86,0.043987519819958,Bommanahalli,GEN
2284,M Krishnappa,55,M,BJP,152427,47.74459288029945,Bangalore South,GEN
2285,R K Ramesh,48,M,INC,122068,38.23526647977323,Bangalore South,GEN
2286,R Prabhakar Reddy,45,M,JD(S),36138,11.319478160091464,Bangalore South,GEN
2287,NOTA,,,NOTA,3952,1.2378819439006437,Bangalore South,GEN
2288,K Abhishek,30,M,AVIRP,824,0.2581008911371787,Bangalore South,GEN
2289,D K Shivashankar,44,M,IND,746,0.2336690106654555,Bangalore South,GEN
2290,Sreenivasu,41,M,IND,533,0.166951183223442,Bangalore South,GEN
2291,Anbu,52,M,IND,479,0.150036804435326,Bangalore South,GEN
2292,Sirajuddin,37,M,AIMEP,380,0.1190271099904465,Bangalore South,GEN
2293,M Krishanappa,49,M,IND,379,0.1187138807536295,Bangalore South,GEN
2294,Chand Bhasha,50,M,RPSN,344,0.1077508574650358,Bangalore South,GEN
2295,R Rajesh,38,M,IND,311,0.0974142926500759,Bangalore South,GEN
2296,Manjunath K H,32,M,IND,276,0.0864512693614822,Bangalore South,GEN
2297,V Chethan,32,M,KP,208,0.0651516812579286,Bangalore South,GEN
2298,Appaji Gowda,49,M,IND,190,0.0595135549952232,Bangalore South,GEN
2299,B.Shivanna,50,M,INC,113894,50.02437663883484,Anekal,SC
2300,A.Narayanaswamy,60,M,BJP,105267,46.2352367608498,Anekal,SC
2301,G. Srinivas,38,M,BSP,2932,1.2877892804279747,Anekal,SC
2302,NOTA,,,NOTA,2115,0.9289475880304116,Anekal,SC
2303,D.Mahadesh,44,M,CPM,1425,0.6258866727864475,Anekal,SC
2304,Munikrishnappa,41,M,AIMEP,481,0.2112642032352851,Anekal,SC
2305,C.Narayanaswamy,48,M,IND,436,0.1914993609367657,Anekal,SC
2306,Manjunath V,37,M,IND,247,0.1084870232829842,Anekal,SC
2307,A.Narayanaswamy,41,M,IND,229,0.1005810863635764,Anekal,SC
2308,M.Muniyallamma,47,F,RPSN,216,0.094871243032893,Anekal,SC
2309,Venkateshappa,51,M,SJPA,178,0.0781809317585878,Anekal,SC
2310,Y.Ravindra,35,M,BPJP,132,0.0579768707423235,Anekal,SC
2311,Amaresh.Y,49,M,IND,125,0.0549023397181094,Anekal,SC
2312,N Nagaraju (M.T.B),66,M,INC,98824,51.18531524672271,Hosakote,GEN
2313,Sharath Kumar Bachegowda,36,M,BJP,91227,47.25049334182762,Hosakote,GEN
2314,Krishna Murthy R,54,M,JD(S),1083,0.5609335425827804,Hosakote,GEN
2315,NOTA,,,NOTA,539,0.2791719108514485,Hosakote,GEN
2316,Ramesha,36,M,ASP,417,0.2159827213822893,Hosakote,GEN
2317,V Shamanna,49,M,IND,242,0.1253424905863646,Hosakote,GEN
2318,Suresha C,35,M,IND,184,0.0953017283797152,Hosakote,GEN
2319,G Shrinivasa,53,M,AIMEP,142,0.0735480729886932,Hosakote,GEN
2320,Rajesh T K,37,M,IND,120,0.0621533011172055,Hosakote,GEN
2321,Raveesha T,31,M,IND,67,0.0347022597904397,Hosakote,GEN
2322,B V Manjunatha,27,M,IND,66,0.034184315614463,Hosakote,GEN
2323,Manjunatha Gowda T V,48,M,IND,61,0.0315945947345795,Hosakote,GEN
2324,Nagaraj D.C.N,35,M,IND,52,0.026933097150789,Hosakote,GEN
2325,Nagaraj V,33,M,IND,47,0.0243433762709055,Hosakote,GEN
2326,Narayanaswamy L N,49,M,JD(S),86966,50.8103623552507,Devanahalli,SC
2327,Venkataswamy,48,M,INC,69956,40.87217658537725,Devanahalli,SC
2328,K Nagesh,49,M,BJP,9820,5.737388845394314,Devanahalli,SC
2329,NOTA,,,NOTA,1300,0.7595321282090233,Devanahalli,SC
2330,Srinivas M Sannidhi,34,M,IND,821,0.47967375173816,Devanahalli,SC
2331,Indiramma B V,49,F,RPI,625,0.3651596770235689,Devanahalli,SC
2332,B Ramachandra,48,M,IND,457,0.2670047558396335,Devanahalli,SC
2333,Nagaraja,37,M,APOI,311,0.1817034552869278,Devanahalli,SC
2334,D.R.Narayanaswamy,45,M,IND,280,0.1635915353065588,Devanahalli,SC
2335,Myathyu Muniyappa S M,39,M,IND,247,0.1443111043597144,Devanahalli,SC
2336,K Ramachandrappa,46,M,AIMEP,194,0.1133455637481157,Devanahalli,SC
2337,Nagaraju M,40,M,RPSN,181,0.1057502424660255,Devanahalli,SC
2338,T Venkataramanaiah,57,M,INC,73225,43.39079267822965,Doddaballapur,GEN
2339,B Munegowda,62,M,JD(S),63280,37.49770379895352,Doddaballapur,GEN
2340,J Narasimhaswamy,71,M,BJP,27612,16.361987947166636,Doddaballapur,GEN
2341,Dr.K.N.Venkatesh,54,M,IND,1018,0.6032342362094609,Doddaballapur,GEN
2342,NOTA,,,NOTA,1016,0.6020491001854738,Doddaballapur,GEN
2343,Gowramma,44,F,RPSN,668,0.3958354320117091,Doddaballapur,GEN
2344,M Srinivas,48,M,IND,592,0.3508002631001973,Doddaballapur,GEN
2345,M Jayalakshmi,56,F,AIJP,286,0.1694744514301629,Doddaballapur,GEN
2346,Munegowda,42,M,IND,194,0.1149581943267538,Doddaballapur,GEN
2347,Y Venkataramanappa,52,M,IND,181,0.1072548101708373,Doddaballapur,GEN
2348,Mallesh M,33,M,FCI,156,0.0924406098709979,Doddaballapur,GEN
2349,M Manjunath,44,M,AIMEP,143,0.0847372257150814,Doddaballapur,GEN
2350,S Purushotham,32,M,JD(U),132,0.0782189775831521,Doddaballapur,GEN
2351,T.M.Venkataramanaiah,61,M,KPJP,129,0.0764412735471713,Doddaballapur,GEN
2352,Ibrahim Shariff Tubhagere Shariff,57,M,IND,125,0.074071001499197,Doddaballapur,GEN
2353,Dr. K .Sreenivasamurthy,56,M,JD(S),69277,42.913246817604616,Nelamangala,SC
2354,R Narayanaswamy,59,M,INC,44956,27.84774057670269,Nelamangala,SC
2355,M V Nagaraju,57,M,BJP,42689,26.44346021618609,Nelamangala,SC
2356,NOTA,,,NOTA,1151,0.7129804565304921,Nelamangala,SC
2357,B. Ramaiah,44,M,JD(U),932,0.5773221420385913,Nelamangala,SC
2358,N K Lokesha,39,M,SJPL,514,0.318394400223,Nelamangala,SC
2359,D H Manjulamani,58,F,IND,510,0.3159166227893579,Nelamangala,SC
2360,Suresh Rathod,36,M,IND,352,0.218044414160498,Nelamangala,SC
2361,Dinesh Kumar,31,M,IND,300,0.1858333075231517,Nelamangala,SC
2362,G Shivakumari,37,F,AIMEP,290,0.1796388639390466,Nelamangala,SC
2363,S. Lepaksha,42,M,LAD,248,0.1536222008858054,Nelamangala,SC
2364,Dr Shivaraja,42,M,KPJP,216,0.1337999814166692,Nelamangala,SC
2365,A. Manjunath,45,M,JD(S),119492,61.52467845410827,Magadi,GEN
2366,H.C. Balakrishna,53,M,INC,68067,35.04670009988776,Magadi,GEN
2367,M.C.Hanumantharaj,60,M,BJP,4410,2.2706443275082635,Magadi,GEN
2368,NOTA,,,NOTA,839,0.4319887960951096,Magadi,GEN
2369,Murali.B,34,M,IND,600,0.3089312010215325,Magadi,GEN
2370,D.M.Madegowda,38,M,AIMEP,223,0.1148194297130029,Magadi,GEN
2371,Prashant.M,30,M,IND,217,0.1117301177027876,Magadi,GEN
2372,Naveenkumar,29,M,IND,112,0.0576671575240193,Magadi,GEN
2373,D.Shivakumar,49,M,SP,94,0.0483992214933734,Magadi,GEN
2374,M.G.Jayananda Swamy,72,M,IND,91,0.0468545654882657,Magadi,GEN
2375,Narasimhamurthy.H,29,M,IND,73,0.0375866294576197,Magadi,GEN
2376,H.D.Kumaraswamy,59,M,JD(S),92626,53.96150350709575,Ramanagaram,GEN
2377,Iqbal Hussain.H.A,57,M,INC,69990,40.77435742082819,Ramanagaram,GEN
2378,Leelavathi,39,F,BJP,4871,2.837718173979913,Ramanagaram,GEN
2379,NOTA,,,NOTA,1144,0.6664647076643442,Ramanagaram,GEN
2380,J.T.Prakash,61,M,INCP,1029,0.599468692470813,Ramanagaram,GEN
2381,Surendra Ramanagara,37,M,IND,469,0.2732272271805746,Ramanagaram,GEN
2382,Siddamaraiah.S.,35,M,IND,352,0.2050660638967213,Ramanagaram,GEN
2383,S.Kantaraju,40,M,IND,334,0.1945797310838207,Ramanagaram,GEN
2384,Shivakumar.S.,44,M,IND,182,0.1060284762193275,Ramanagaram,GEN
2385,B.S.Kumar,41,M,IND,180,0.1048633281290052,Ramanagaram,GEN
2386,G.P.Shankaregowda,37,M,IND,148,0.0862209586838487,Ramanagaram,GEN
2387,Gulab Jan,38,F,IND,130,0.0757346258709482,Ramanagaram,GEN
2388,Manjunath. J,32,M,IND,101,0.0588399785612751,Ramanagaram,GEN
2389,Bharath.N,36,M,IND,96,0.0559271083354694,Ramanagaram,GEN
2390,D K Shivakumar,55,M,INC,127552,68.52034896213847,Kanakapura,GEN
2391,Narayana Gowda,69,M,JD(S),47643,25.593600928273663,Kanakapura,GEN
2392,Nandini Gowda,56,F,BJP,6273,3.369826808199751,Kanakapura,GEN
2393,NOTA,,,NOTA,1168,0.627444239116421,Kanakapura,GEN
2394,N Arun Kumar,33,M,RMVP,1095,0.5882289741716447,Kanakapura,GEN
2395,Shiva Kumara M.D,46,M,IND,627,0.3368215221969143,Kanakapura,GEN
2396,K.V Vishwanath,64,M,IND,480,0.2578537968971593,Kanakapura,GEN
2397,B R Prakasha,46,M,PPRP,406,0.2181013365421805,Kanakapura,GEN
2398,Narayana Gowda,37,M,IND,284,0.1525634964974859,Kanakapura,GEN
2399,Shivarenuka,43,M,IND,255,0.1369848296016158,Kanakapura,GEN
2400,Madaiah K Y,25,M,IND,230,0.1235549443465554,Kanakapura,GEN
2401,Pradeep Kumar H L,32,M,IND,139,0.0746701620181357,Kanakapura,GEN
2402,H D Kumara Swamy,59,M,JD(S),87995,46.5549988625121,Channapatna,GEN
2403,C P Yogeeshwara,55,M,BJP,66465,35.164247961780404,Channapatna,GEN
2404,H M Revanna,68,M,INC,30208,15.98196949416178,Channapatna,GEN
2405,NOTA,,,NOTA,1103,0.5835577447053908,Channapatna,GEN
2406,Ratnamma,61,F,IND,927,0.490442456338982,Channapatna,GEN
2407,Yogisha M,31,M,IND,488,0.2581832995614058,Channapatna,GEN
2408,Ashwath P,37,M,ASP,473,0.2502473374847233,Channapatna,GEN
2409,T M Manchegowda,73,M,IND,417,0.2206197457317751,Channapatna,GEN
2410,J T Prakash,61,M,INCP,381,0.2015734367477369,Channapatna,GEN
2411,B M Lokesh,49,M,AIMEP,121,0.0640167607519059,Channapatna,GEN
2412,Navyashree R,25,F,IND,109,0.0576679910905599,Channapatna,GEN
2413,Jai Kissan S R,36,M,IND,80,0.0423251310756403,Channapatna,GEN
2414,K N Siddaraju,38,M,DRAPP,79,0.0417960669371947,Channapatna,GEN
2415,Shilpa K P,33,F,SJPL,71,0.0375635538296307,Channapatna,GEN
2416,A Krishna,52,M,IND,50,0.0264532069222751,Channapatna,GEN
2417,K V Manu,41,M,RMVP,46,0.0243369503684931,Channapatna,GEN
2418,Dr.K.Annadani,51,M,JD(S),103038,52.92821368948248,Malavalli,SC
2419,P.M.Narendraswamy,55,M,INC,76278,39.18222678823681,Malavalli,SC
2420,B.Somashekhar,67,M,BJP,10808,5.551817131115963,Malavalli,SC
2421,NOTA,,,NOTA,1471,0.7556183382560678,Malavalli,SC
2422,M.S.Shashikumar,33,M,INCP,820,0.421214845254912,Malavalli,SC
2423,R.Siddaraju,54,M,IND,523,0.2686528830101451,Malavalli,SC
2424,M.Krishnamurthy,38,M,BRMSC,363,0.1864646205213818,Malavalli,SC
2425,T.N.Satheesh Kumar,37,M,IND,292,0.149993579041993,Malavalli,SC
2426,M.Nanjappa,70,M,IND,223,0.1145498908437138,Malavalli,SC
2427,H.Mahadeva,52,M,IND,222,0.1140362142031591,Malavalli,SC
2428,H.D.Devaprasad,54,M,IND,172,0.0883523821754205,Malavalli,SC
2429,Mantyalingu,67,M,RPI(A),171,0.0878387055348658,Malavalli,SC
2430,Vishwanatha G.S.,31,M,AIMEP,170,0.087325028894311,Malavalli,SC
2431,T.C.Venkatesh,43,M,RMVP,124,0.0636959034287915,Malavalli,SC
2432,D.C.Thammanna,75,M,JD(S),109239,63.475987100148174,Maddur,GEN
2433,Madhu G Madegowda,54,M,INC,55209,32.08053691275168,Maddur,GEN
2434,Madduru Sathisha,54,M,BJP,4159,2.4166884569569134,Maddur,GEN
2435,NOTA,,,NOTA,1350,0.784450448879979,Maddur,GEN
2436,Lingegowda S H,42,M,SWARAJ,450,0.261483482959993,Maddur,GEN
2437,Venkatesha,47,M,IND,429,0.2492809204218599,Maddur,GEN
2438,Shivamadegowda K R,45,M,IND,404,0.2347540602574159,Maddur,GEN
2439,Venkatesha B,44,M,DRAPP,182,0.1057555419971527,Maddur,GEN
2440,Dr.Manojith S S,30,M,FCI,151,0.0877422353932421,Maddur,GEN
2441,P.S. Mahesh Kumar,34,M,IND,146,0.0848368633603532,Maddur,GEN
2442,Mahesha S,40,M,IND,101,0.0586885150643539,Maddur,GEN
2443,Chethan B,36,M,IND,98,0.0569452918446207,Maddur,GEN
2444,N C Puttaraju,43,M,IND,90,0.0522966965919986,Maddur,GEN
2445,Heena Kouser,29,F,AIMEP,87,0.0505534733722653,Maddur,GEN
2446,C S Puttaraju,54,M,JD(S),96003,54.86983110907896,Melukote,GEN
2447,Darshan Puttannaiah,41,M,SWARAJ,73779,42.16786214385733,Melukote,GEN
2448,Sundahalli Somashekara,49,M,BJP,1595,0.911610893607293,Melukote,GEN
2449,NOTA,,,NOTA,979,0.5595404795244763,Melukote,GEN
2450,B.K.Puttaraju,36,M,IND,689,0.3937930443231503,Melukote,GEN
2451,Mahesh Vakeelaru,38,M,AIMEP,498,0.284628354242277,Melukote,GEN
2452,Darshan.K.Seenegowda,28,M,IND,301,0.1720344068813762,Melukote,GEN
2453,D K Ravikumara,39,M,IND,260,0.1486011488011888,Melukote,GEN
2454,Mahesha,34,M,JANSAMAP,210,0.1200240048009601,Melukote,GEN
2455,Puttaraju,33,M,IND,163,0.0931614894407452,Melukote,GEN
2456,Rohini,43,F,SP,153,0.0874460606406995,Melukote,GEN
2457,Arunkumar,37,M,IND,133,0.0760152030406081,Melukote,GEN
2458,H Narayana,59,M,IND,117,0.0668705169605349,Melukote,GEN
2459,G.M.Ramesh,47,M,KJP,85,0.0485811448003886,Melukote,GEN
2460,M Srinivas,69,M,JD(S),69421,41.99011655688424,Mandya,GEN
2461,P Ravikumar,38,M,INC,47813,28.92026105838732,Mandya,GEN
2462,N Shivanna,57,M,BJP,32064,19.394291313578545,Mandya,GEN
2463,Dr S C Shankaregowda,63,M,IND,10564,6.389760898098919,Mandya,GEN
2464,H C Shivaramu,56,M,IND,1814,1.0972194499386063,Mandya,GEN
2465,NOTA,,,NOTA,1008,0.6097007748280681,Mandya,GEN
2466,Kaveri Shreya M J,32,F,AIMEP,670,0.4052574594591325,Mandya,GEN
2467,M B Naganna Gowda,39,M,IND,419,0.2534371276319052,Mandya,GEN
2468,Rajesha Chakanahalli,30,M,IND,363,0.2195648623636792,Mandya,GEN
2469,Krishna C M,35,M,IND,308,0.1862974589752429,Mandya,GEN
2470,Shivakumar B S,30,M,KPJP,292,0.176619668898607,Mandya,GEN
2471,Manjunatha S J,41,M,IND,249,0.1506106080676477,Mandya,GEN
2472,K Mallesha,63,M,IND,180,0.108875138362155,Mandya,GEN
2473,M C Nithyananda,47,M,IND,162,0.0979876245259395,Mandya,GEN
2474,Ravindra Srikantaiah,46,M,JD(S),101307,57.3473719962639,Shrirangapattana,GEN
2475,A.B.Ramesha Bandisiddegowda,51,M,INC,57619,32.61668223373242,Shrirangapattana,GEN
2476,Nanjundegowda.K. S,61,M,BJP,11326,6.411366788372817,Shrirangapattana,GEN
2477,Venkatesha.C.S,46,M,AAAP,1941,1.098751804364439,Shrirangapattana,GEN
2478,Mohan Kumar U. Kirangooru Paapu,40,M,IND,1736,0.982706405139962,Shrirangapattana,GEN
2479,NOTA,,,NOTA,946,0.5355070617870992,Shrirangapattana,GEN
2480,S.S.Rajashekaraiah,46,M,IND,462,0.2615267045936996,Shrirangapattana,GEN
2481,Satheesha.H.M,42,M,PPRP,433,0.2451105261668223,Shrirangapattana,GEN
2482,C.Lingegowda,73,M,IND,334,0.1890690894681723,Shrirangapattana,GEN
2483,M.M. Mahesha Gowda,47,M,IND,210,0.118875774815318,Shrirangapattana,GEN
2484,Suresha.V,52,M,AIMEP,205,0.116045399224477,Shrirangapattana,GEN
2485,Kempegowda,70,M,IND,136,0.0769862160708726,Shrirangapattana,GEN
2486,Suresh Gowdaa,54,M,JD(S),112396,61.93572562158349,Nagamangala,GEN
2487,N Chaluvarayaswamy,58,M,INC,64729,35.66886351613472,Nagamangala,GEN
2488,Gowda Dr. Parthasarathy V.,46,M,BJP,1915,1.0552592135425851,Nagamangala,GEN
2489,B. S. Gowda,35,M,KJP,652,0.359284076882384,Nagamangala,GEN
2490,NOTA,,,NOTA,647,0.3565288308940222,Nagamangala,GEN
2491,Rukmini Mallikarjuna,35,F,IND,384,0.2116028919061893,Nagamangala,GEN
