,name,age,gender,party,votes,percent_votes,constituency,constituency_category
667,A Rajashekar Nayak,48,M,INC,45958,29.20397282819361,Devadurga,ST
668,Karemma,46,F,IND,25226,16.02984069289377,Devadurga,ST
669,Arkera Venkatesh Pujari,54,M,JD(S),7137,4.535200706619474,Devadurga,ST
670,Mamitha Siddayyatata Guruvina,27,F,IND,6391,4.06115562785555,Devadurga,ST
671,Shivaraj Dore,41,M,AIMEP,2179,1.3846437354243846,Devadurga,ST
672,NOTA,,,NOTA,1932,1.2276877911151498,Devadurga,ST
673,Narasannagouda Hosamani,37,M,IND,1543,0.9804980650572857,Devadurga,ST
674,D. S. Hoolageri,52,M,INC,54230,33.03705779505206,Lingsugur,SC
675,Bandi.Siddu,40,M,JD(S),49284,30.02394166275761,Lingsugur,SC
676,Manappa D Vajjal,57,M,BJP,47385,28.867065897446828,Lingsugur,SC
677,R Manasayya,52,M,CPIM,2334,1.4218789027042504,Lingsugur,SC
678,NOTA,,,NOTA,2074,1.2634862228828687,Lingsugur,SC
679,A Balaswamy Kodli,55,M,IND,2056,1.252520575818311,Lingsugur,SC
680,Hanumanta Karekallu,45,M,INCP,1627,0.9911726541130312,Lingsugur,SC
681,Somalinga Dubari,25,M,IND,1359,0.8279063533740687,Lingsugur,SC
682,Shivaputra Chaluvadi,29,M,IND,1301,0.7925726017216066,Lingsugur,SC
683,Shrinivas Bhovi,32,M,IND,1221,0.7438363925457969,Lingsugur,SC
684,Nagaraj Moti,27,M,IND,657,0.4002461178563378,Lingsugur,SC
685,Honnappa,50,M,AIMEP,621,0.3783148237272234,Lingsugur,SC
686,Venkatrao Nadagouda,61,M,JD(S),71514,43.74908236675965,Sindhanur,GEN
687,Badarli Hampangouda,68,M,INC,69917,42.77210884353742,Sindhanur,GEN
688,Kolla Sheshagirirao,54,M,BJP,14795,9.050922527284294,Sindhanur,GEN
689,NOTA,,,NOTA,1344,0.8221993833504625,Sindhanur,GEN
690,Dr.Jalaluddin Akbar,46,M,JD(U),1240,0.7585768120197719,Sindhanur,GEN
691,Suresh Gouda Mundinamane,38,M,IND,794,0.4857338618900798,Sindhanur,GEN
692,Nana Sahukar Attar,43,M,IND,709,0.4337346449371115,Sindhanur,GEN
693,Shivalinga Kodli,26,M,IND,546,0.3340184994861254,Sindhanur,GEN
694,Hanumanthappa Uppar,30,M,IND,333,0.2037145793569226,Sindhanur,GEN
695,Shantappa,31,M,IND,312,0.1908677139920716,Sindhanur,GEN
696,M.M.Ananda Kumar,52,M,IND,307,0.1878089365242499,Sindhanur,GEN
697,Basavanagouda,42,M,SJPL,305,0.1865854255371213,Sindhanur,GEN
698,Yankayya Shetty,51,M,NAC,268,0.163950472275241,Sindhanur,GEN
699,Lakshmi Devi Bettan Gowda,62,F,AIMEP,243,0.1486565849361327,Sindhanur,GEN
700,Sharifsab Doddamani,31,M,IND,219,0.1339744530905887,Sindhanur,GEN
701,Channabasayya Swamy C.B.,42,M,IND,218,0.1333626975970244,Sindhanur,GEN
702,Ramanna Earalagaddi,64,M,IND,201,0.1229628542064307,Sindhanur,GEN
703,Shabbir,26,M,KJP,199,0.121739343219302,Sindhanur,GEN
704,Pratapgouda Patil,63,M,INC,60387,44.1696655841306,Maski,ST
705,Basanagowda-Turvihal,53,M,BJP,60174,44.01386816466251,Maski,ST
706,Rajasomanath Nayak,36,M,JD(S),11392,8.332601890049446,Maski,ST
707,NOTA,,,NOTA,2049,1.4987272886860352,Maski,ST
708,Basavanagaud,68,M,IND,983,0.7190087480616753,Maski,ST
709,Babu Nayak,44,M,AIMEP,910,0.6656133883378683,Maski,ST
710,Amaresh Matur,33,M,IND,821,0.600514936071857,Maski,ST
711,Amaregouda Linganagouda Patil Bayyapur,64,M,INC,87566,52.73344815541932,Kushtagi,GEN
712,Doddanagouda Hanamagouda Patil,45,M,BJP,69535,41.87493225095451,Kushtagi,GEN
713,H.C.Neeravari,74,M,JD(S),4002,2.410059378274537,Kushtagi,GEN
714,NOTA,,,NOTA,1867,1.1243330482854974,Kushtagi,GEN
715,Vazeer B Gonal,40,M,IND,1152,0.6937502258301517,Kushtagi,GEN
716,Ramanagouda Malipatil,29,M,IND,553,0.3330241969479808,Kushtagi,GEN
717,Manjula Mariyappa Madival,27,F,INCP,492,0.2962891589482939,Kushtagi,GEN
718,Balraj Yadav,32,M,IND,335,0.2017416021294277,Kushtagi,GEN
719,Yallanagouda,42,M,RJBP,303,0.1824707625230346,Kushtagi,GEN
720,Shivareddy Sahebgouda,48,M,HJP,249,0.1499512206872463,Kushtagi,GEN
721,Basavaraj Dadesugur,38,M,BJP,87735,52.37722827839003,Kanakagiri,SC
722,Shivaraj Sangappa Tangadagi,48,M,INC,73510,43.88499516435232,Kanakagiri,SC
723,NOTA,,,NOTA,1677,1.001158167468628,Kanakagiri,SC
724,Manjula Ravikumar,39,F,JD(S),1464,0.8739985433357611,Kanakagiri,SC
725,Kenchappa Hirekheda,34,M,CPI(ML)(L),843,0.5032655546666985,Kanakagiri,SC
726,Dr. M P Darkeswaraiah,59,M,IND,686,0.4095375688035055,Kanakagiri,SC
727,Ramesh Channadasar,29,M,IND,572,0.3414803051830979,Kanakagiri,SC
728,Mukkanna Ramachandrappa Naik,56,M,AIMEP,443,0.2644681384547419,Kanakagiri,SC
729,K Eranna,62,M,IND,273,0.1629792365646603,Kanakagiri,SC
730,Koti Ramesh,46,M,JAHP,160,0.0955189664847826,Kanakagiri,SC
731,K H Hulaganna,41,M,SJPA,143,0.0853700762957744,Kanakagiri,SC
732,Paranna Eshwarappa Munavalli,64,M,BJP,67617,45.91269275427268,Gangawati,GEN
733,Iqbal Ansari,55,M,INC,59644,40.49893734764689,Gangawati,GEN
734,Kariyanna Sangati,52,M,JD(S),14161,9.61547602072342,Gangawati,GEN
735,NOTA,,,NOTA,1615,1.09660290752548,Gangawati,GEN
736,G Nagaraj,44,M,CPM,1045,0.7095665872223694,Gangawati,GEN
737,Bharadwaj,72,M,CPI(ML)(L),758,0.514690404894312,Gangawati,GEN
738,Taluri Prasad,47,M,IND,578,0.3924684090091191,Gangawati,GEN
739,Alam M.N,36,M,IND,500,0.3395055441255356,Gangawati,GEN
740,Sharanappa Sajjihola,40,M,AAAP,407,0.2763575129181859,Gangawati,GEN
741,Jogin Ramesh Nayak,32,M,IND,359,0.2437649806821345,Gangawati,GEN
742,Fathima Rajabakshi,28,F,IND,282,0.191481126886802,Gangawati,GEN
743,Digambarrao Ananthrao Amba,35,M,IND,161,0.1093207852084224,Gangawati,GEN
744,Sy Jarina Sy Mukaramraza,44,F,IND,146,0.0991356188846563,Gangawati,GEN
745,Achar Halappa Basappa,66,M,BJP,79072,48.019335993246976,Yelburga,GEN
746,Basavaraj Rayareddi,62,M,INC,65754,39.93149811437629,Yelburga,GEN
747,Veeranagouda Police Patil Ballutagi,69,M,JD(S),14591,8.860913237017739,Yelburga,GEN
748,NOTA,,,NOTA,1510,0.9170021923032544,Yelburga,GEN
749,Annadanaraja Ayyanagouda Nadagouda,54,M,JAHP,913,0.5544523189224313,Yelburga,GEN
750,Rahamansab S Mangalore,37,M,IND,739,0.4487845166305331,Yelburga,GEN
751,V Sadashivarao,29,M,IND,617,0.3746955977821907,Yelburga,GEN
752,Allabhaxi Fakruddinsab Kukanoor,32,M,AIMEP,424,0.2574893573089933,Yelburga,GEN
753,Ningappa Balappa,58,M,IND,343,0.2082991734834544,Yelburga,GEN
754,Sharanabasappa Kallappa Daanakai,48,M,SHS,288,0.1748984313796936,Yelburga,GEN
755,Naveen Hosapeti,41,M,IND,230,0.1396758306157275,Yelburga,GEN
756,Zakirhusain Husainsab,40,M,IND,186,0.1129552369327187,Yelburga,GEN
757,K. Raghavendra Basavaraj Hitnal,39,M,INC,98783,54.6420550718545,Koppal,GEN
758,Amaresh Sanganna Karadi,41,M,BJP,72432,40.0659357679415,Koppal,GEN
759,K. M. Syed,37,M,JD(S),4185,2.3149428593554666,Koppal,GEN
760,NOTA,,,NOTA,1454,0.8042836123065349,Koppal,GEN
761,Manjunath Gavisiddappa Palled,43,M,JAHP,966,0.5343452334856348,Koppal,GEN
762,Siddaramappa Bharamappa Doddamani (Kavalur),61,M,IND,672,0.3717184232943545,Koppal,GEN
763,Hanumesh. G. Myagalamani,29,M,CPIM,602,0.3329977542011926,Koppal,GEN
764,Sanjay,43,M,IND,561,0.310318505160912,Koppal,GEN
765,Pampapati. Rati,45,M,IND,515,0.2848734940425484,Koppal,GEN
766,Sureshgouda Somanagouda Patil,41,M,IND,359,0.198581717206359,Koppal,GEN
767,Hadapad Mallikarjuna Nijagunappa,48,M,IND,253,0.1399475611509995,Koppal,GEN
768,Ramappa Sobeppa Lamani,66,M,BJP,91967,57.26320639585565,Shirahatti,SC
769,Doddamani Ramakrishna Shidlingappa,62,M,INC,61974,38.58807999800752,Shirahatti,SC
770,NOTA,,,NOTA,1209,0.752783243256706,Shirahatti,SC
771,Chandrakanth Subhas Kadrolli,40,M,BSP,939,0.5846678787576898,Shirahatti,SC
772,Arunkumar Veeranna Tirlapur,33,M,JAHP,867,0.5398371148912854,Shirahatti,SC
773,Doddamani Mallikarjun Yallappa,26,M,AIMEP,846,0.5267614754302508,Shirahatti,SC
774,Amruta Ratnakar Yeni,35,F,IND,651,0.4053448232920724,Shirahatti,SC
775,Rajavenkatesh Devaraj Karabhari,39,M,RCMP,573,0.356778162436801,Shirahatti,SC
776,Duragappa Laxmappa Harijan,36,M,IND,539,0.3356080794998879,Shirahatti,SC
777,L Narayanaswamy,60,M,BRPP,522,0.3250230380314313,Shirahatti,SC
778,Geeta Krishna Nayak,46,F,NCP,267,0.1662474160045827,Shirahatti,SC
779,Kumar Bhimasheppa Lamani,37,M,BBKD,250,0.1556623745361261,Shirahatti,SC
780,Hanamantagouda Krishnagouda Patil,64,M,INC,77699,48.41360832450619,Gadag,GEN
781,Anil Mensinakai,43,M,BJP,75831,47.24967287681476,Gadag,GEN
782,NOTA,,,NOTA,2007,1.250545205308742,Gadag,GEN
783,Basanagouda M Patil,38,M,INCP,1043,0.6498847280204374,Gadag,GEN
784,Manjunath Basappa Abbigeri,64,M,IND,1034,0.6442769019876627,Gadag,GEN
785,Mahaboobsab R Sompur,63,M,BSP,985,0.613745404698112,Gadag,GEN
786,Shiraj Urf Shirajahmad Ballary,49,M,AIMEP,791,0.4928655991027478,Gadag,GEN
787,Vishwanath Khanapur,45,M,IND,422,0.262944731758988,Gadag,GEN
788,Abdulkhadarsab A,40,M,IND,272,0.1694809645460776,Gadag,GEN
789,Mallikarjun Basappa Desai,70,M,RCMP,219,0.1364571001308492,Gadag,GEN
790,Shivaraddeppa S Reddar,48,M,JD(U),187,0.1165181631254283,Gadag,GEN
791,Kalakappa Bandi,49,M,BJP,83735,49.0938725734488,Ron,GEN
792,Gurupadagouda Patil,70,M,INC,76401,44.79394468841059,Ron,GEN
793,Ravindranath Jambunath Doddameti,60,M,JD(S),3421,2.0057340189140542,Ron,GEN
794,NOTA,,,NOTA,2671,1.5660086420694064,Ron,GEN
795,Sunilkumar Bahmanapad,36,M,IND,1813,1.062962810959129,Ron,GEN
796,Mallikarjun Hadapad,37,M,CPM,1177,0.6900756913948676,Ron,GEN
797,Sharanappa Dharmayat,42,M,IND,318,0.1864435597821307,Ron,GEN
798,G A Laxminarayanagouda,63,M,IND,232,0.1360217165706111,Ron,GEN
799,Sayyad Khalid Koppal,31,M,AIMEP,226,0.1325039135558539,Ron,GEN
800,Ashok Bevinakatti,51,M,SHS,170,0.0996710854181201,Ron,GEN
801,Pakirappa Tegginamani,38,M,IND,130,0.0762190653197389,Ron,GEN
802,Pramod,25,M,IND,103,0.0603889517533316,Ron,GEN
803,Basavaraj Desayi,47,M,JD(U),83,0.048662941704141,Ron,GEN
804,Nagaratna Chandrashekar Desayi,35,F,RCMP,81,0.0474903406992219,Ron,GEN
805,Chandrakantagouda Channappagouda Patil,59,M,BJP,73045,50.51696116739859,Nargund,GEN
806,Basavaraddi Rangaraddi Yavagal,71,M,INC,65066,44.99878972301947,Nargund,GEN
807,Girimallanagouda Ishwaragouda Patil,51,M,JD(S),2456,1.6985372938206715,Nargund,GEN
808,NOTA,,,NOTA,1173,0.8112313703793353,Nargund,GEN
809,Danappagouda Bheemanagouda Danappagoudar,39,M,SHS,903,0.6245029219544245,Nargund,GEN
810,Hashimali Saiyadsab Khaji,31,M,INCP,685,0.4737369895224593,Nargund,GEN
811,Shakuntala Yamanappa Kondabengi,51,F,IND,673,0.465437947370241,Nargund,GEN
812,Suresh Maharudrappa Mundaragi,43,M,BRMSC,303,0.2095508143435112,Nargund,GEN
813,Muttu Sabanna Surakod,32,M,JANSAMAP,291,0.2012517721912929,Nargund,GEN
814,Shankar B. Patil Munenakoppa,49,M,BJP,65718,41.190628408108005,Navalgund,GEN
815,N. H. Konaraddi,54,M,JD(S),45197,28.32850713900693,Navalgund,GEN
816,Asuti Vinod Kashinath,28,M,INC,38906,24.38544369648879,Navalgund,GEN
817,Shivanand Basappa Karigar,41,M,IND,4555,2.854975994384065,Navalgund,GEN
818,NOTA,,,NOTA,1914,1.1996540182768607,Navalgund,GEN
819,Raghavendra Shankrappa Teradal,37,M,IND,980,0.6142429142692389,Navalgund,GEN
820,Gurappa Nagappa Totad,52,M,JD(U),776,0.4863801035438055,Navalgund,GEN
821,Radder Shridhar Bheemappa,47,M,IND,302,0.1892871021523573,Navalgund,GEN
822,Malannavar Siddalingappa Bheemappa,43,M,IND,242,0.1516803931154651,Navalgund,GEN
823,Dr. Jedar M.G,33,M,JANSAMAP,236,0.1479197222117759,Navalgund,GEN
824,Ramesh Navalgund Bin Venkappa,37,M,AIMEP,227,0.142278715856242,Navalgund,GEN
825,Krishnaraddi Kencharaddiyavara,51,M,IND,190,0.1190879119501585,Navalgund,GEN
826,Ayyappa Shirakol,31,M,IND,158,0.099031000463816,Navalgund,GEN
827,Mabusab Rajesab Dharawad,40,M,HJP,145,0.0908828801724894,Navalgund,GEN
828,Channabasappa Sathyappa Shivalli,56,M,INC,64871,43.97318402429435,Kundgol,GEN
829,Chikkanagoudra Siddanagoud Ishwaragod,65,M,BJP,64237,43.543423442965214,Kundgol,GEN
830,Hajaratali A Shekh Jodamani,48,M,JD(U),7318,4.960548792060953,Kundgol,GEN
831,Akki Mallikarjuna Sahadevappa,60,M,JD(S),6280,4.256934464900627,Kundgol,GEN
832,NOTA,,,NOTA,1032,0.6995471923212494,Kundgol,GEN
833,Basavaraj Shivappa Somavarad,33,M,INCP,827,0.5605867519861175,Kundgol,GEN
834,Shantappa Veerappa Aladakatti,56,M,IND,684,0.4636533716547816,Kundgol,GEN
835,Veerappa Gurushantappa Maradagi,44,M,IND,604,0.4094249071337545,Kundgol,GEN
836,Shaila Suresh Goni,30,F,AIMEP,476,0.3226593639001112,Kundgol,GEN
837,Nagappa Yallappa Balagali,36,M,IND,308,0.2087795884059543,Kundgol,GEN
838,Irayya Shivalingayya Hiremath,65,M,IND,302,0.2047124535668772,Kundgol,GEN
839,Yallappa Hanamappa Dabagondi,40,M,IND,297,0.201323174534313,Kundgol,GEN
840,Ningappa Siddappa Badiger,51,M,IND,288,0.1952224722756975,Kundgol,GEN
841,Amrut Ayyappa Desai,41,M,BJP,85123,54.69575274689971,Dharwad,GEN
842,Vinay Kulkarni,51,M,INC,64783,41.62629313114437,Dharwad,GEN
843,NOTA,,,NOTA,1967,1.2638951358992483,Dharwad,GEN
844,Tirakappa Sadeppa Jamanal (Shrikant),42,M,JD(S),1263,0.8115401914797918,Dharwad,GEN
845,Kantimath V Rajashekarayya,47,M,IND,794,0.5101844117458073,Dharwad,GEN
846,Nagappa Kareppa Karennavar,34,M,JAHP,651,0.4182998136606053,Dharwad,GEN
847,Basavaraj Yallappa Parasannavar,55,M,IND,285,0.1831266465334447,Dharwad,GEN
848,Shakhil Abdulsattar Dodavad,36,M,IND,284,0.1824840968964852,Dharwad,GEN
849,Firozkhan Gulabkhan Hawaldar,40,M,LAD,170,0.1092334382831073,Dharwad,GEN
850,Basavaraj Uddinakoppa,32,M,AMKP,157,0.1008802930026344,Dharwad,GEN
851,Sri S F Patil,68,M,AAAP,153,0.0983100944547966,Dharwad,GEN
852,Abbayya Prasad,49,M,INC,77080,56.63607574009714,Hubli-Dharwad East,SC
853,Chandrashekar Gokak,54,M,BJP,55613,40.86276699706827,Hubli-Dharwad East,SC
854,NOTA,,,NOTA,1260,0.9258102676767308,Hubli-Dharwad East,SC
855,Shobha Ballari,55,F,BSP,722,0.5305039787798409,Hubli-Dharwad East,SC
856,Subhas Shivappa Teggi,39,M,IND,473,0.3475462354056298,Hubli-Dharwad East,SC
857,Sahadevappa D Malagi,46,M,AIMEP,378,0.2777430803030192,Hubli-Dharwad East,SC
858,Gangadhar G Perur,41,M,IND,201,0.1476887807960498,Hubli-Dharwad East,SC
859,Basavaraj Sanjeevappa Bajantri,52,M,IND,201,0.1476887807960498,Hubli-Dharwad East,SC
860,Saraswathi Rayappa Kattimani,44,F,LAD,169,0.1241761390772757,Hubli-Dharwad East,SC
861,Jagadish Shettar,62,M,BJP,75794,51.3127073319342,Hubli-Dharwad Central,GEN
862,Dr. Mahesh Nalwad,54,M,INC,54488,36.88849773204252,Hubli-Dharwad Central,GEN
863,Rajanna M. Koravi,49,M,JD(S),10754,7.280482025590685,Hubli-Dharwad Central,GEN
864,NOTA,,,NOTA,1028,0.6959582966623789,Hubli-Dharwad Central,GEN
865,Gopal Kulkarni,48,M,IND,756,0.5118136889851737,Hubli-Dharwad Central,GEN
866,Maqboolahmed Kusnoor,48,M,IND,660,0.4468214745108659,Hubli-Dharwad Central,GEN
867,Mohammed Javeed Mudgal,27,M,IND,532,0.3601651885451222,Hubli-Dharwad Central,GEN
868,Philomina Pendem,46,F,AIMEP,456,0.3087130187529618,Hubli-Dharwad Central,GEN
869,Santosh P. Nargund,41,M,AAAP,452,0.3060050098165324,Hubli-Dharwad Central,GEN
870,Deepak B. Shirolikar,35,M,IND,373,0.2525218333220499,Hubli-Dharwad Central,GEN
871,Rizwana Imran Yaragatti,33,F,IND,342,0.2315347640647214,Hubli-Dharwad Central,GEN
872,Ayyappa Shirakol,30,M,IND,283,0.1915916322523864,Hubli-Dharwad Central,GEN
873,Dharwad Abdul Rahaman Khan,55,M,IND,235,0.1590955250152325,Hubli-Dharwad Central,GEN
874,Sangameshwar I. Aiholli,37,M,IND,227,0.1536795071423736,Hubli-Dharwad Central,GEN
875,Mohammed Sadiq Barudawale,32,M,IND,217,0.1469094848012998,Hubli-Dharwad Central,GEN
876,Takappa Yallappa Kalal,69,M,IND,145,0.098165323945569,Hubli-Dharwad Central,GEN
877,H. L. Havaragi,36,M,IND,132,0.0893642949021731,Hubli-Dharwad Central,GEN
878,Hidayat Ali Khan Pathan,44,M,IND,106,0.0717622368153814,Hubli-Dharwad Central,GEN
879,Magajikondi Shrikant,44,M,KJP,101,0.0683772256448446,Hubli-Dharwad Central,GEN
880,Mahadevaswamy M. Madaiah,62,M,RPI(A),100,0.0677002234107372,Hubli-Dharwad Central,GEN
881,Sunanda V. Kardigudda,28,F,IND,95,0.0643152122402004,Hubli-Dharwad Central,GEN
882,Revanasiddappa S. Handed,36,M,IND,88,0.0595761966014487,Hubli-Dharwad Central,GEN
883,Vittal Pawar,26,M,SHS,81,0.0548371809626971,Hubli-Dharwad Central,GEN
884,Abhay Kumar Havalad,29,M,IND,80,0.0541601787285897,Hubli-Dharwad Central,GEN
885,Anand Raj Dokka,64,M,IND,79,0.0534831764944824,Hubli-Dharwad Central,GEN
886,Veerappa Holabasappa Arakeri,48,M,IND,57,0.0385891273441202,Hubli-Dharwad Central,GEN
887,Kabadi S.N.,56,M,IND,49,0.0331731094712612,Hubli-Dharwad Central,GEN
888,Arvind Bellad,48,M,BJP,96462,61.15718198417529,Hubli-Dharwad West,GEN
889,Mohammad Ismail Tamatgar,39,M,INC,55975,35.488308987624265,Hubli-Dharwad West,GEN
890,NOTA,,,NOTA,1962,1.243913572732806,Hubli-Dharwad West,GEN
891,Maktumhuseni Sogalad,33,M,IND,670,0.4247819030229256,Hubli-Dharwad West,GEN
892,Rama Ranganath Kulkarni,44,F,IND,441,0.2795952525867315,Hubli-Dharwad West,GEN
893,Javeedahamed Belgaumkar,40,M,JD(U),414,0.2624771758977481,Hubli-Dharwad West,GEN
894,Irappa K. Emmi,54,M,NCP,389,0.2466271048894298,Hubli-Dharwad West,GEN
895,Nagaraj C Badiger,27,M,IND,281,0.1781547981334956,Hubli-Dharwad West,GEN
896,Latha Nethaji Terdal,58,F,AIMEP,279,0.1768867924528301,Hubli-Dharwad West,GEN
897,Chandrashekhar Anemath,28,M,IND,243,0.1540626902008521,Hubli-Dharwad West,GEN
898,Manjunath S. Halagalimath,26,M,KPJP,193,0.1223625481842158,Hubli-Dharwad West,GEN
899,Vinod Ghodke,52,M,PBI,114,0.0722763237979306,Hubli-Dharwad West,GEN
900,Mannari Vadiraj,42,M,AINHCP,108,0.0684723067559342,Hubli-Dharwad West,GEN
901,Raju Kamble,34,M,AMKP,107,0.0678383039156015,Hubli-Dharwad West,GEN
902,Revanshiddappa Basavaraj Talawar,27,M,JAHP,90,0.0570602556299452,Hubli-Dharwad West,GEN
903,C M Nimbannavar,71,M,BJP,83267,54.81626311700965,Kalghatgi,GEN
904,Santosh S Lad,43,M,INC,57270,37.70193940830272,Kalghatgi,GEN
905,Raju R Kalaghatagi,38,M,IND,4898,3.224447341048834,Kalghatgi,GEN
906,NOTA,,,NOTA,1440,0.9479796184382036,Kalghatgi,GEN
907,Ambadagatti Shivanand Rudrappa,68,M,JD(S),1174,0.7728667166989243,Kalghatgi,GEN
908,Inayatulla Maktumhusen Tolagi,53,M,BBKD,710,0.4674066174243921,Kalghatgi,GEN
909,Shankar Ningappa Huddar,36,M,IND,683,0.4496319995786757,Kalghatgi,GEN
910,Babajan Imamsab Tadkod,50,M,IND,453,0.2982185883003515,Kalghatgi,GEN
911,Shrinivas C K Kondayya Vemu,45,M,IND,402,0.2646443101473318,Kalghatgi,GEN
912,Rajesab Moulasab Daragad,37,M,IND,331,0.2179036484048926,Kalghatgi,GEN
913,Kulakarni Suvarna Govindroa,50,F,JANSAMAP,294,0.1935458387644665,Kalghatgi,GEN
914,Mahaboobsab (Peera) Madarasab Makanadar,58,M,IND,260,0.1711629866624534,Kalghatgi,GEN
915,Irappa Somappa Kale,46,M,SHS,244,0.1606298797909178,Kalghatgi,GEN
916,Basappa Ramappa Aiholli,48,M,AIMEP,197,0.129688878355782,Kalghatgi,GEN
917,Shankar Sangappa Rottigawad,35,M,KJP,175,0.1152058564074205,Kalghatgi,GEN
918,Veerupakshi Basavantappa Badiger,58,M,SJPA,104,0.0684651946649813,Kalghatgi,GEN
919,Deshpande R.V,71,M,INC,61577,46.40841089799148,Haliyal,GEN
920,Sunil Hegade,53,M,BJP,56437,42.53457436786374,Haliyal,GEN
921,K. R.Ramesh,47,M,JD(S),7209,5.433168783208352,Haliyal,GEN
922,T. R. Chandrashekhar,76,M,IND,2629,1.9813844820439384,Haliyal,GEN
923,NOTA,,,NOTA,1277,0.9624298149753174,Haliyal,GEN
924,Yamuna Gaonkar,43,F,CPM,1127,0.84938011078871,Haliyal,GEN
925,Kakkeri Badesab Hussainsab,44,M,AIMEP,913,0.6880958661491502,Haliyal,GEN
926,Jahangir Baba Khan,57,M,INCP,559,0.4212985642687568,Haliyal,GEN
927,Shankar Basavant Fakri,29,M,SHS,546,0.4115009232392508,Haliyal,GEN
928,Eliyas Kati,42,M,IND,411,0.3097561894713042,Haliyal,GEN
929,Roopali Santosh Naik,45,F,BJP,60339,37.688790615747855,Karwar,GEN
930,Anand Vasant Asnotikar,37,M,JD(S),46275,28.90417119514297,Karwar,GEN
931,Satish Krishna Sail,51,M,INC,45071,28.152131819260703,Karwar,GEN
932,Madhav Babu Nayak,53,M,NCP,3751,2.342939949281065,Karwar,GEN
933,NOTA,,,NOTA,2359,1.4734724980949168,Karwar,GEN
934,Kundabai Parulekar,62,F,RJBP,1617,1.0100063710977027,Karwar,GEN
935,Kishore Jagannath Sawant,40,M,IND,686,0.4284875513747829,Karwar,GEN
936,Dinakar Keshav Shetty,60,M,BJP,59392,40.63019490070257,Kumta,GEN
937,Sharada Mohan Shetty,56,F,INC,26642,18.22584948384493,Kumta,GEN
938,Suraj Naik Soni,47,M,IND,20474,14.006307421824228,Kumta,GEN
939,Nayak Pradeep Dayanand,44,M,JD(S),16561,11.32941570835357,Kumta,GEN
940,Yashodhar G. Naik,62,M,IND,11512,7.875383952331763,Kumta,GEN
941,Krishna Jatti Gouda,50,M,IND,5089,3.481395842027132,Kumta,GEN
942,NOTA,,,NOTA,2192,1.4995519130916628,Kumta,GEN
943,Mohan Baglu Patgar,51,M,INCP,1274,0.8715461392695157,Kumta,GEN
944,Nagraj .N. Naik,31,M,AIMEP,984,0.6731565157309289,Kumta,GEN
945,Sumana Hegde,58,F,IND,758,0.5185494298008578,Kumta,GEN
946,Prashant Shankar Naik,29,M,IND,531,0.3632582417206537,Kumta,GEN
947,Ganesh Amkush Gouda,34,M,IND,412,0.2818500858548198,Kumta,GEN
948,Nagraj Shridhar Shet,31,M,RJBP,356,0.2435403654473686,Kumta,GEN
949,Sunil Biliya Naik,39,M,BJP,83172,50.13804661032275,Bhatkal,GEN
950,Mankal Vaidya,46,M,INC,77242,46.56330250895193,Bhatkal,GEN
951,NOTA,,,NOTA,1986,1.197207720965,Bhatkal,GEN
952,Gaphur Sab,41,M,AIMEP,1446,0.8716829629986859,Bhatkal,GEN
953,Rajesh Naik,36,M,IND,944,0.5690655028151863,Bhatkal,GEN
954,Abdul Rahiman,58,M,IND,569,0.3430066431163571,Bhatkal,GEN
955,Prakash Pinto,39,M,IND,527,0.3176880508300881,Bhatkal,GEN
956,Kageri Vishweshwar Hegde,57,M,BJP,70595,45.52195977534032,Sirsi,GEN
957,Bhimanna Naik,59,M,INC,53134,34.26253715848052,Sirsi,GEN
958,Shashibhushan Hegde,43,M,JD(S),26625,17.168668871994274,Sirsi,GEN
959,NOTA,,,NOTA,1935,1.2477511461900064,Sirsi,GEN
960,Ajjibal Ramanand,43,M,IND,981,0.6325808136498172,Sirsi,GEN
961,Annappa Akash S.K.,43,M,SHS,909,0.5861528640241426,Sirsi,GEN
962,Abdul Razak Shaikh,52,M,AIMEP,900,0.5803493703209333,Sirsi,GEN
963,Arabail Hebbar Shivaram,61,M,INC,66290,47.258521005767406,Yellapur,GEN
964,Andalagi Veerabhadragouda Shivanagouda Patil,59,M,BJP,64807,46.20128180450699,Yellapur,GEN
965,Naik Ravindra A.,54,M,JD(S),6263,4.464928602490892,Yellapur,GEN
966,NOTA,,,NOTA,1421,1.0130390458469676,Yellapur,GEN
967,Jamakhandi Mahaboobali,49,M,IND,524,0.3735626038168973,Yellapur,GEN
968,Nagesh Bhoviwddar,40,M,IND,348,0.2480911949012982,Yellapur,GEN
969,Sachin Naik Bin Chintamani,30,M,SHS,311,0.2217136827997233,Yellapur,GEN
970,Nilappa Kheerappa Lamani,52,M,BBKD,307,0.2188620598698234,Yellapur,GEN
971,C M Udasi,81,M,BJP,80529,49.10394702342117,Hangal,GEN
972,Mane Srinivas,43,M,INC,74015,45.131923144935584,Hangal,GEN
973,Chandrappa Jalagar,44,M,IND,4263,2.599437794593803,Hangal,GEN
974,Hanamantappa C Talavar,59,M,IND,1176,0.7170862881638079,Hangal,GEN
975,Bommanahalli Babu,44,M,JD(S),1028,0.626840734891492,Hangal,GEN
976,Udachappa Basavanneppa Uddanakal,32,M,IND,839,0.5115947242937371,Hangal,GEN
977,NOTA,,,NOTA,731,0.44573986109502,Hangal,GEN
978,Akkivalli Honnappa Hanamantappa,68,M,IND,508,0.3097617639347061,Hangal,GEN
